,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Jenson Button,McLaren Mercedes,54,1:48.454,168.392
1,2,Sebastian Vettel,Red Bull Racing Renault,51,1:48.688,168.029
2,3,Mark Webber,Red Bull Racing Renault,54,1:50.088,165.892
3,4,Lewis Hamilton,McLaren Mercedes,54,1:50.832,164.779
5,5,Fernando Alonso,Ferrari,58,1:50.891,164.691
16,6,Kamui Kobayashi,Sauber Ferrari,56,1:51.329,164.043
18,7,Sebastien Buemi,STR Ferrari,51,1:52.197,162.774
6,8,Felipe Massa,Ferrari,26,1:52.550,162.263
7,9,Michael Schumacher,Mercedes,26,1:53.096,161.480
12,10,Pastor Maldonado,Williams Cosworth,50,1:53.198,161.335
19,11,Jaime Alguersuari,STR Ferrari,37,1:53.676,160.656
9,12,Bruno Senna,Renault,55,1:53.774,160.518
20,13,Heikki Kovalainen,Lotus Renault,56,1:54.063,160.111
10,14,Vitaly Petrov,Renault,56,1:54.204,159.913
15,15,Paul di Resta,Force India Mercedes,41,1:54.239,159.864
8,16,Nico Rosberg,Mercedes,42,1:54.383,159.663
14,17,Adrian Sutil,Force India Mercedes,45,1:54.564,159.411
17,18,Sergio Perez,Sauber Ferrari,42,1:54.615,159.340
11,19,Rubens Barrichello,Williams Cosworth,40,1:55.235,158.483
21,20,Jarno Trulli,Lotus Renault,25,1:57.126,155.924
23,21,Vitantonio Liuzzi,HRT Cosworth,41,1:58.283,154.399
25,22,Jerome d'Ambrosio,Virgin Cosworth,22,1:58.730,153.817
22,23,Daniel Ricciardo,HRT Cosworth,40,1:59.064,153.386
24,24,Timo Glock,Virgin Cosworth,6,2:00.412,151.669
