,Position,Driver,Car,Time
9,1,Vittorio Brambilla,March Ford,1:24.630
4,2,Patrick Depailler,Tyrrell Ford,1:25.010
17,3,Jean-Pierre Jarier,Shadow Matra,1:25.060
7,4,Carlos Reutemann,Brabham Ford,1:25.180
12,5,Niki Lauda,Ferrari,1:25.457
8,6,Carlos Pace,Brabham Ford,1:25.802
16,7,Tom Pryce,Shadow Matra,1:25.866
3,8,Jody Scheckter,Tyrrell Ford,1:25.900
5,9,Ronnie Peterson,Lotus Ford,1:26.012
18,10,John Watson,Surtees Ford,1:26.085
1,11,Emerson Fittipaldi,McLaren Ford,1:26.088
11,12,Clay Regazzoni,Ferrari,1:26.283
24,13,James Hunt,Hesketh Ford,1:26.500
2,14,Jochen Mass,McLaren Ford,1:26.773
27,15,Mario Andretti,Parnelli Ford,1:26.821
28,16,Mark Donohue,March Ford,1:27.154
23,17,Tony Brise,Lola Ford,1:27.318
6,18,Jacky Ickx,Lotus Ford,1:27.320
26,19,Alan  Jones,Hesketh Ford,1:27.375
21,20,Ian Scheckter,Frank Williams Racing Cars/Williams,1:27.470
32,21,Torsten   Palm,Hesketh Ford,1:27.642
20,22,Damien Magee,Frank Williams Racing Cars/Williams,1:27.676
14,23,Bob Evans,BRM,1:28.422
10,24,Lella Lombardi,March Ford,1:28.687
30,25,Wilson Fittipaldi,Fittipaldi Ford,1:28.810
22,26,Vern Schuppan,Lola Ford,1:29.032
