,Position,Driver,Car,Time
1,1,Jim Clark,Lotus Climax,1:38.100
3,2,Graham Hill,BRM,1:38.300
6,3,Dan Gurney,Brabham Ford,1:38.400
5,4,Jack Brabham,Brabham Ford,1:38.500
7,5,John Surtees,Ferrari,1:38.700
9,6,Bruce McLaren,Cooper Climax,1:39.600
19,7,Bob Anderson,Brabham Climax,1:39.800
8,8,Lorenzo Bandini,Ferrari,1:40.200
16,9,Jo Bonnier,Cooper Climax,1:40.200
11,10,Innes Ireland,Lotus BRM,1:40.800
15,11,Chris Amon,Lotus Climax,1:41.200
14,12,Mike Hailwood,Lotus Climax,1:41.400
2,13,Mike Spence,Lotus Climax,1:41.400
4,14,Richie Ginther,BRM,1:41.600
10,15,Phil Hill,Cooper Climax,1:42.600
20,16,Jo Siffert,Lotus BRM,1:42.800
23,17,Ian Raby,Brabham BRM,1:42.800
12,18,Trevor  Taylor ,Lotus BRM,1:42.800
26,19,Frank Gardner,Brabham Ford,1:43.000
22,20,John  Taylor ,Cooper Ford,1:43.200
18,21,Giancarlo Baghetti,BRM,1:43.400
24,22,Peter   Revson,Lotus BRM,1:43.400
17,23,Tony Maggs,BRM,1:45.000
