,Position,Driver,Car,Time,Laps
6,1,Juan Pablo Montoya,Williams BMW,1:38.117,8
5,2,Ralf Schumacher,Williams BMW,1:38.136,12
3,3,Mika Hakkinen,McLaren Mercedes,1:38.811,10
1,4,Michael Schumacher,Ferrari,1:38.941,11
4,5,David Coulthard,McLaren Mercedes,1:39.574,9
2,6,Rubens Barrichello,Ferrari,1:39.682,11
16,7,Nick Heidfeld,Sauber Petronas,1:39.921,12
17,8,Kimi Räikkönen,Sauber Petronas,1:40.072,12
19,9,Pedro de la Rosa,Jaguar Cosworth,1:40.265,12
12,10,Jarno Trulli,Jordan Honda,1:40.322,8
18,11,Eddie Irvine,Jaguar Cosworth,1:40.371,12
10,12,Jacques Villeneuve,BAR Honda,1:40.437,12
9,13,Olivier Panis,BAR Honda,1:40.610,11
22,14,Jean Alesi,Prost Acer,1:40.724,12
11,15,Ricardo Zonta,Jordan Honda,1:41.174,12
23,16,Luciano Burti,Prost Acer,1:41.213,11
7,17,Giancarlo Fisichella,Benetton Renault,1:41.299,12
8,18,Jenson Button,Benetton Renault,1:41.438,10
15,19,Enrique Bernoldi,Arrows Asiatech,1:41.668,11
14,20,Jos Verstappen,Arrows Asiatech,1:41.870,11
21,21,Fernando Alonso,Minardi European,1:41.913,12
20,22,Tarso Marques,Minardi European,1:42.716,11
