,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:25.842,20
3,2,Jenson Button,McLaren Mercedes,+0.192s,17
2,3,Mark Webber,Red Bull Racing Renault,+0.266s,18
4,4,Lewis Hamilton,McLaren Mercedes,+0.309s,21
9,5,Kimi Räikkönen,Lotus Renault,+0.367s,22
19,6,Bruno Senna,Williams Renault,+0.372s,24
5,7,Fernando Alonso,Ferrari,+0.679s,15
12,8,Nico Hulkenberg,Force India Mercedes,+0.689s,21
7,9,Michael Schumacher,Mercedes,+0.810s,21
10,10,Romain Grosjean,Lotus Renault,+0.822s,21
6,11,Felipe Massa,Ferrari,+0.849s,13
18,12,Pastor Maldonado,Williams Renault,+1.298s,18
15,13,Sergio Perez,Sauber Ferrari,+1.320s,21
11,14,Paul di Resta,Force India Mercedes,+1.351s,22
8,15,Nico Rosberg,Mercedes,+1.387s,21
16,16,Daniel Ricciardo,STR Ferrari,+1.532s,21
17,17,Jean-Eric Vergne,STR Ferrari,+1.869s,20
14,18,Kamui Kobayashi,Sauber Ferrari,+2.141s,19
20,19,Heikki Kovalainen,Caterham Renault,+3.193s,20
21,20,Vitaly Petrov,Caterham Renault,+3.395s,20
24,21,Timo Glock,Marussia Cosworth,+3.775s,20
25,22,Charles Pic,Marussia Cosworth,+4.456s,20
23,23,Narain Karthikeyan,HRT Cosworth,+4.982s,22
22,24,Pedro de la Rosa,HRT Cosworth,+5.031s,22
