,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:26.221,35
2,2,Mark Webber,Red Bull Racing Renault,+0.118s,33
5,3,Fernando Alonso,Ferrari,+0.599s,34
8,4,Nico Rosberg,Mercedes,+0.801s,38
9,5,Kimi Räikkönen,Lotus Renault,+0.809s,40
4,6,Lewis Hamilton,McLaren Mercedes,+0.910s,38
3,7,Jenson Button,McLaren Mercedes,+0.961s,24
12,8,Nico Hulkenberg,Force India Mercedes,+1.012s,37
10,9,Romain Grosjean,Lotus Renault,+1.176s,36
19,10,Bruno Senna,Williams Renault,+1.517s,36
11,11,Paul di Resta,Force India Mercedes,+1.783s,32
15,12,Sergio Perez,Sauber Ferrari,+1.957s,39
7,13,Michael Schumacher,Mercedes,+2.001s,37
16,14,Daniel Ricciardo,STR Ferrari,+2.018s,37
6,15,Felipe Massa,Ferrari,+2.075s,23
14,16,Kamui Kobayashi,Sauber Ferrari,+2.234s,40
18,17,Pastor Maldonado,Williams Renault,+2.375s,38
17,18,Jean-Eric Vergne,STR Ferrari,+2.946s,35
20,19,Heikki Kovalainen,Caterham Renault,+3.099s,43
21,20,Vitaly Petrov,Caterham Renault,+3.385s,22
22,21,Pedro de la Rosa,HRT Cosworth,+4.729s,37
24,22,Timo Glock,Marussia Cosworth,+4.892s,35
23,23,Narain Karthikeyan,HRT Cosworth,+5.151s,20
25,24,Charles Pic,Marussia Cosworth,+5.272s,31
