,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:27.619,22
3,2,Jenson Button,McLaren Mercedes,+0.310s,22
5,3,Fernando Alonso,Ferrari,+0.425s,24
4,4,Lewis Hamilton,McLaren Mercedes,+0.427s,25
2,5,Mark Webber,Red Bull Racing Renault,+0.556s,22
8,6,Nico Rosberg,Mercedes,+0.828s,25
6,7,Felipe Massa,Ferrari,+0.923s,24
7,8,Michael Schumacher,Mercedes,+1.374s,23
16,9,Daniel Ricciardo,STR Ferrari,+1.585s,24
9,10,Kimi Räikkönen,Lotus Renault,+1.672s,24
19,11,Valtteri Bottas,Williams Renault,+2.072s,26
11,12,Paul di Resta,Force India Mercedes,+2.141s,23
14,13,Kamui Kobayashi,Sauber Ferrari,+2.183s,18
12,14,Nico Hulkenberg,Force India Mercedes,+2.231s,19
10,15,Romain Grosjean,Lotus Renault,+2.276s,19
18,16,Pastor Maldonado,Williams Renault,+2.422s,26
17,17,Jean-Eric Vergne,STR Ferrari,+2.782s,23
21,18,Vitaly Petrov,Caterham Renault,+3.011s,24
20,19,Giedo van der Garde,Caterham Renault,+3.277s,20
15,20,Esteban Gutierrez ,Sauber Ferrari,+3.593s,29
25,21,Charles Pic,Marussia Cosworth,+4.284s,22
23,22,Narain Karthikeyan,HRT Cosworth,+4.506s,24
24,23,Timo Glock,Marussia Cosworth,+4.750s,19
22,24,Pedro de la Rosa,HRT Cosworth,+5.240s,13
