,Position,Driver,Car,Time / Gap,Laps
20,1,Adrian Sutil,Force India Mercedes,1:23.924,28
8,2,Romain Grosjean,Renault,+0.239s,31
7,3,Fernando Alonso,Renault,+0.373s,35
2,4,Heikki Kovalainen,McLaren Mercedes,+0.558s,41
5,5,Robert Kubica,Sauber BMW,+0.698s,40
10,6,Timo Glock,Toyota,+0.710s,36
6,7,Nick Heidfeld,Sauber BMW,+0.769s,34
4,8,Kimi Räikkönen,Ferrari,+0.872s,39
17,9,Kazuki Nakajima,Williams Toyota,+0.875s,36
12,10,Sebastien Buemi,STR Ferrari,+0.960s,44
1,11,Lewis Hamilton,McLaren Mercedes,+0.978s,32
21,12,Vitantonio Liuzzi,Force India Mercedes,+0.997s,39
9,13,Jarno Trulli,Toyota,+1.043s,40
14,14,Mark Webber,RBR Renault,+1.055s,25
11,15,Jaime Alguersuari,STR Ferrari,+1.079s,34
23,16,Rubens Barrichello,Brawn Mercedes,+1.216s,35
16,17,Nico Rosberg,Williams Toyota,+1.291s,38
15,18,Sebastian Vettel,RBR Renault,+1.462s,27
22,19,Jenson Button,Brawn Mercedes,+1.500s,32
3,20,Giancarlo Fisichella,Ferrari,+1.619s,36
