,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Lewis Hamilton,McLaren Mercedes,1:23.375,1:22.973,1:24.066,23
20,2,Adrian Sutil,Force India Mercedes,1:23.576,1:23.070,1:24.261,24
4,3,Kimi Räikkönen,Ferrari,1:23.349,1:23.426,1:24.523,28
2,4,Heikki Kovalainen,McLaren Mercedes,1:23.515,1:23.528,1:24.845,27
23,5,Rubens Barrichello,Brawn Mercedes,1:23.483,1:22.976,1:25.015,23
22,6,Jenson Button,Brawn Mercedes,1:23.403,1:22.955,1:25.030,26
21,7,Vitantonio Liuzzi,Force India Mercedes,1:23.578,1:23.207,1:25.043,26
7,8,Fernando Alonso,Renault,1:23.708,1:23.497,1:25.072,25
15,9,Sebastian Vettel,RBR Renault,1:23.558,1:23.545,1:25.180,23
14,10,Mark Webber,RBR Renault,1:23.755,1:23.273,1:25.314,24
9,11,Jarno Trulli,Toyota,1:24.014,1:23.611,,20
8,12,Romain Grosjean,Renault,1:23.975,1:23.728,,22
5,13,Robert Kubica,Sauber BMW,1:24.001,1:23.866,,17
3,14,Giancarlo Fisichella,Ferrari,1:23.828,1:23.901,,24
6,15,Nick Heidfeld,Sauber BMW,1:23.584,1:24.275,,14
10,16,Timo Glock,Toyota,1:24.036,,,11
17,17,Kazuki Nakajima,Williams Toyota,1:24.074,,,9
16,18,Nico Rosberg,Williams Toyota,1:24.121,,,12
12,19,Sebastien Buemi,STR Ferrari,1:24.220,,,12
11,20,Jaime Alguersuari,STR Ferrari,1:24.951,,,11
