,Position,Driver,Car,Lap,Time,Avg Speed
20,1,Adrian Sutil,Force India Mercedes,36,1:24.739,246.106
4,2,Kimi Räikkönen,Ferrari,36,1:24.761,246.042
1,3,Lewis Hamilton,McLaren Mercedes,52,1:24.802,245.923
22,4,Jenson Button,Brawn Mercedes,46,1:24.935,245.538
23,5,Rubens Barrichello,Brawn Mercedes,48,1:24.967,245.445
2,6,Heikki Kovalainen,McLaren Mercedes,51,1:25.109,245.036
15,7,Sebastian Vettel,RBR Renault,50,1:25.194,244.791
7,8,Fernando Alonso,Renault,50,1:25.199,244.777
6,9,Nick Heidfeld,Sauber BMW,30,1:25.488,243.950
3,10,Giancarlo Fisichella,Ferrari,28,1:25.498,243.921
12,11,Sebastien Buemi,STR Ferrari,50,1:25.564,243.733
8,12,Romain Grosjean,Renault,51,1:25.609,243.605
9,13,Jarno Trulli,Toyota,49,1:25.700,243.346
10,14,Timo Glock,Toyota,50,1:25.751,243.201
16,15,Nico Rosberg,Williams Toyota,50,1:25.901,242.777
17,16,Kazuki Nakajima,Williams Toyota,51,1:25.976,242.565
21,17,Vitantonio Liuzzi,Force India Mercedes,22,1:26.041,242.382
5,18,Robert Kubica,Sauber BMW,12,1:27.819,237.474
11,19,Jaime Alguersuari,STR Ferrari,17,1:27.846,237.401
