,Position,Driver,Car,Laps,Time,Points
23,1,Rubens Barrichello,Brawn Mercedes,53,1:16:21.706,10
22,2,Jenson Button,Brawn Mercedes,53,+2.866s,8
4,3,Kimi Räikkönen,Ferrari,53,+30.664s,6
20,4,Adrian Sutil,Force India Mercedes,53,+31.131s,5
7,5,Fernando Alonso,Renault,53,+59.182s,4
2,6,Heikki Kovalainen,McLaren Mercedes,53,+60.693s,3
6,7,Nick Heidfeld,Sauber BMW,53,+82.412s,2
15,8,Sebastian Vettel,RBR Renault,53,+85.407s,1
3,9,Giancarlo Fisichella,Ferrari,53,+86.856s,0
17,10,Kazuki Nakajima,Williams Toyota,53,+162.163s,0
10,11,Timo Glock,Toyota,53,+163.925s,0
1,12,Lewis Hamilton,McLaren Mercedes,52,DNF,0
12,13,Sebastien Buemi,STR Ferrari,52,DNF,0
9,14,Jarno Trulli,Toyota,52,+1 lap,0
8,15,Romain Grosjean,Renault,52,+1 lap,0
16,16,Nico Rosberg,Williams Toyota,51,+2 laps,0
21,NC,Vitantonio Liuzzi,Force India Mercedes,22,DNF,0
11,NC,Jaime Alguersuari,STR Ferrari,19,DNF,0
5,NC,Robert Kubica,Sauber BMW,15,DNF,0
14,NC,Mark Webber,RBR Renault,0,DNF,0
