,Position,Driver,Car,Time
1,1,Lewis Hamilton,McLaren Mercedes,1:24.066
20,2,Adrian Sutil,Force India Mercedes,1:24.261
4,3,Kimi Räikkönen,Ferrari,1:24.523
2,4,Heikki Kovalainen,McLaren Mercedes,1:24.845
23,5,Rubens Barrichello,Brawn Mercedes,1:25.015
22,6,Jenson Button,Brawn Mercedes,1:25.030
21,7,Vitantonio Liuzzi,Force India Mercedes,1:25.043
7,8,Fernando Alonso,Renault,1:25.072
15,9,Sebastian Vettel,RBR Renault,1:25.180
14,10,Mark Webber,RBR Renault,1:25.314
9,11,Jarno Trulli,Toyota,1:23.611
8,12,Romain Grosjean,Renault,1:23.728
5,13,Robert Kubica,Sauber BMW,1:23.866
3,14,Giancarlo Fisichella,Ferrari,1:23.901
6,15,Nick Heidfeld,Sauber BMW,1:24.275
10,16,Timo Glock,Toyota,1:24.036
17,17,Kazuki Nakajima,Williams Toyota,1:24.074
16,18,Nico Rosberg,Williams Toyota,1:24.121
12,19,Sebastien Buemi,STR Ferrari,1:24.220
