,Position,Driver,Car,Time / Gap,Laps
1,1,Lewis Hamilton,McLaren Mercedes,1:23.936,26
2,2,Heikki Kovalainen,McLaren Mercedes,+0.396s,27
20,3,Adrian Sutil,Force India Mercedes,+0.535s,24
7,4,Fernando Alonso,Renault,+0.541s,21
6,5,Nick Heidfeld,Sauber BMW,+0.747s,25
12,6,Sebastien Buemi,STR Ferrari,+0.767s,35
22,7,Jenson Button,Brawn Mercedes,+0.770s,21
3,8,Giancarlo Fisichella,Ferrari,+0.796s,24
14,9,Mark Webber,RBR Renault,+0.823s,19
4,10,Kimi Räikkönen,Ferrari,+0.825s,26
5,11,Robert Kubica,Sauber BMW,+0.877s,20
23,12,Rubens Barrichello,Brawn Mercedes,+0.890s,24
16,13,Nico Rosberg,Williams Toyota,+0.991s,29
17,14,Kazuki Nakajima,Williams Toyota,+1.214s,28
8,15,Romain Grosjean,Renault,+1.676s,18
21,16,Vitantonio Liuzzi,Force India Mercedes,+1.753s,29
11,17,Jaime Alguersuari,STR Ferrari,+1.806s,30
15,18,Sebastian Vettel,RBR Renault,+2.015s,8
9,19,Jarno Trulli,Toyota,+2.084s,23
10,20,Timo Glock,Toyota,+2.389s,17
