,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:26.683,24
2,2,Mark Webber,Red Bull Racing Renault,+0.188s,17
9,3,Nico Rosberg,Mercedes,+0.216s,23
8,4,Romain Grosjean,Lotus Renault,+0.307s,20
10,5,Lewis Hamilton,Mercedes,+0.544s,21
5,6,Jenson Button,McLaren Mercedes,+0.652s,23
6,7,Sergio Perez,McLaren Mercedes,+0.733s,23
4,8,Felipe Massa,Ferrari,+1.009s,21
11,9,Nico Hulkenberg,Sauber Ferrari,+1.087s,19
17,10,Valtteri Bottas,Williams Renault,+1.117s,23
18,11,Jean-Eric Vergne,STR Ferrari,+1.352s,25
3,12,Fernando Alonso,Ferrari,+1.531s,6
19,13,Daniel Ricciardo,STR Ferrari,+1.653s,18
16,14,Pastor Maldonado,Williams Renault,+1.659s,21
15,15,Adrian Sutil,Force India Mercedes,+1.785s,20
12,16,Esteban Gutierrez ,Sauber Ferrari,+1.855s,18
7,17,Kimi Räikkönen,Lotus Renault,+2.047s,18
14,18,James Calado,Force India Mercedes,+2.514s,22
21,19,Giedo van der Garde,Caterham Renault,+2.730s,24
22,20,Jules Bianchi,Marussia Cosworth,+2.877s,20
20,21,Charles Pic,Caterham Renault,+3.343s,23
23,22,Max Chilton,Marussia Cosworth,+3.788s,17
