,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:25.332,16
2,2,Mark Webber,Red Bull Racing Renault,+0.560s,14
3,3,Fernando Alonso,Ferrari,+0.773s,19
11,4,Nico Hulkenberg,Sauber Ferrari,+0.974s,17
8,5,Romain Grosjean,Lotus Renault,+1.018s,16
4,6,Felipe Massa,Ferrari,+1.103s,20
14,7,Paul di Resta,Force India Mercedes,+1.106s,15
9,8,Nico Rosberg,Mercedes,+1.109s,19
5,9,Jenson Button,McLaren Mercedes,+1.157s,15
10,10,Lewis Hamilton,Mercedes,+1.225s,17
7,11,Kimi Räikkönen,Lotus Renault,+1.303s,14
16,12,Pastor Maldonado,Williams Renault,+1.309s,13
6,13,Sergio Perez,McLaren Mercedes,+1.405s,13
15,14,Adrian Sutil,Force India Mercedes,+1.515s,17
18,15,Jean-Eric Vergne,STR Ferrari,+1.544s,17
17,16,Valtteri Bottas,Williams Renault,+1.551s,15
19,17,Daniel Ricciardo,STR Ferrari,+1.927s,18
20,18,Charles Pic,Caterham Renault,+2.609s,18
12,19,Esteban Gutierrez ,Sauber Ferrari,+2.687s,15
21,20,Giedo van der Garde,Caterham Renault,+3.166s,16
23,21,Max Chilton,Marussia Cosworth,+3.762s,11
22,22,Jules Bianchi,Marussia Cosworth,+3.837s,13
