,Position,Driver,Car,Time / Gap,Laps
6,1,Eddie Irvine,Ferrari,1:25.981,25
5,2,Michael Schumacher,Ferrari,+0.016s,28
8,3,Gerhard Berger,Benetton Renault,+0.278s,25
7,4,Jean Alesi,Benetton Renault,+0.401s,30
3,5,Jacques Villeneuve,Williams Renault,+0.518s,25
10,6,David Coulthard,McLaren Mercedes,+0.568s,29
4,7,Heinz-Harald Frentzen,Williams Renault,+0.619s,28
22,8,Rubens Barrichello,Stewart Ford,+0.698s,25
14,9,Olivier Panis,Prost Mugen Honda,+0.798s,28
17,10,Nicola Larini,Sauber Petronas,+0.850s,29
16,11,Johnny Herbert,Sauber Petronas,+0.861s,29
9,12,Mika Hakkinen,McLaren Mercedes,+1.203s,19
1,13,Damon Hill,Arrows Yamaha,+1.353s,26
12,14,Giancarlo Fisichella,Jordan Peugeot,+1.631s,9
11,15,Ralf Schumacher,Jordan Peugeot,+2.110s,13
23,16,Jan Magnussen,Stewart Ford,+2.196s,25
15,17,Shinji Nakano,Prost Mugen Honda,+3.040s,30
19,18,Mika Salo,Tyrrell Ford,+3.106s,23
2,19,Pedro Diniz,Arrows Yamaha,+3.136s,21
18,20,Jos Verstappen,Tyrrell Ford,+3.755s,17
20,21,Ukyo Katayama,Minardi Hart,+3.993s,16
21,22,Jarno Trulli,Minardi Hart,+4.839s,17
