,Position,Driver,Car,Laps,Time,Points
4,1,Heinz-Harald Frentzen,Williams Renault,62,1:31:00.673,10
5,2,Michael Schumacher,Ferrari,62,+1.237s,6
6,3,Eddie Irvine,Ferrari,62,+78.343s,4
12,4,Giancarlo Fisichella,Jordan Peugeot,62,+83.388s,3
7,5,Jean Alesi,Benetton Renault,61,+1 lap,2
9,6,Mika Hakkinen,McLaren Mercedes,61,+1 lap,1
17,7,Nicola Larini,Sauber Petronas,61,+1 lap,0
14,8,Olivier Panis,Prost Mugen Honda,61,+1 lap,0
19,9,Mika Salo,Tyrrell Ford,60,+2 laps,0
18,10,Jos Verstappen,Tyrrell Ford,60,+2 laps,0
20,11,Ukyo Katayama,Minardi Hart,59,+3 laps,0
2,NC,Pedro Diniz,Arrows Yamaha,53,DNF,0
3,NC,Jacques Villeneuve,Williams Renault,40,DNF,0
10,NC,David Coulthard,McLaren Mercedes,38,DNF,0
22,NC,Rubens Barrichello,Stewart Ford,32,DNF,0
16,NC,Johnny Herbert,Sauber Petronas,18,DNF,0
11,NC,Ralf Schumacher,Jordan Peugeot,17,DNF,0
15,NC,Shinji Nakano,Prost Mugen Honda,11,DNF,0
1,NC,Damon Hill,Arrows Yamaha,11,DNF,0
8,NC,Gerhard Berger,Benetton Renault,4,DNF,0
23,NC,Jan Magnussen,Stewart Ford,2,DNF,0
21,NC,Jarno Trulli,Minardi Hart,0,DNF,0
