,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:33:38.992,26
77,2,Valtteri Bottas,Mercedes,53,+3.829s,18
16,3,Charles Leclerc,Ferrari,53,+5.212s,15
33,4,Max Verstappen,Red Bull Racing Honda,53,+14.210s,12
23,5,Alexander Albon,Red Bull Racing Honda,53,+38.348s,10
55,6,Carlos Sainz,McLaren Renault,53,+45.889s,8
11,7,Sergio Perez,Racing Point BWT Mercedes,53,+48.728s,6
4,8,Lando Norris,McLaren Renault,53,+57.749s,4
20,9,Kevin Magnussen,Haas Ferrari,53,+58.779s,2
27,10,Nico Hulkenberg,Renault,53,+59.841s,1
18,11,Lance Stroll,Racing Point BWT Mercedes,53,+60.821s,0
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,53,+62.496s,0
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,53,+68.910s,0
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,53,+70.076s,0
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,53,+73.346s,0
88,NC,Robert Kubica,Williams Mercedes,28,DNF,0
63,NC,George Russell,Williams Mercedes,27,DNF,0
5,NC,Sebastian Vettel,Ferrari,26,DNF,0
3,NC,Daniel Ricciardo,Renault,24,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,0,DNF,0
