,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:32.733,14
5,2,Sebastian Vettel,Ferrari,+0.316s,15
44,3,Lewis Hamilton,Mercedes,+0.396s,19
77,4,Valtteri Bottas,Mercedes,+0.621s,18
33,5,Max Verstappen,Red Bull Racing Honda,+1.494s,12
8,6,Romain Grosjean,Haas Ferrari,+1.575s,17
23,7,Alexander Albon,Red Bull Racing Honda,+1.638s,21
27,8,Nico Hulkenberg,Renault,+1.688s,13
4,9,Lando Norris,McLaren Renault,+1.794s,15
20,10,Kevin Magnussen,Haas Ferrari,+1.813s,15
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,+1.831s,16
3,12,Daniel Ricciardo,Renault,+1.853s,14
55,13,Carlos Sainz,McLaren Renault,+1.874s,18
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.033s,15
11,15,Sergio Perez,Racing Point BWT Mercedes,+2.127s,7
18,16,Lance Stroll,Racing Point BWT Mercedes,+2.165s,16
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.981s,19
63,18,George Russell,Williams Mercedes,+3.278s,18
26,19,Daniil Kvyat,Scuderia Toro Rosso Honda,+3.348s,4
88,20,Robert Kubica,Williams Mercedes,+4.209s,19
