,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:33.613,1:32.434,1:31.628,18
44,2,Lewis Hamilton,Mercedes,1:33.230,1:33.134,1:32.030,19
5,3,Sebastian Vettel,Ferrari,1:33.032,1:32.536,1:32.053,22
33,4,Max Verstappen,Red Bull Racing Honda,1:33.368,1:32.634,1:32.310,15
77,5,Valtteri Bottas,Mercedes,1:33.413,1:33.281,1:32.632,18
55,6,Carlos Sainz,McLaren Renault,1:34.184,1:33.807,1:33.222,20
27,7,Nico Hulkenberg,Renault,1:34.236,1:33.898,1:33.289,15
4,8,Lando Norris,McLaren Renault,1:34.201,1:33.725,1:33.301,20
8,9,Romain Grosjean,Haas Ferrari,1:34.283,1:33.643,1:33.517,19
3,10,Daniel Ricciardo,Renault,1:34.138,1:33.862,1:33.661,18
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,1:34.456,1:33.950,,13
11,12,Sergio Perez,Racing Point BWT Mercedes,1:34.336,1:33.958,,14
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:34.755,1:34.037,,14
20,14,Kevin Magnussen,Haas Ferrari,1:33.889,1:34.082,,13
18,15,Lance Stroll,Racing Point BWT Mercedes,1:34.287,1:34.233,,14
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:34.840,,,8
63,17,George Russell,Williams Mercedes,1:35.356,,,8
88,18,Robert Kubica,Williams Mercedes,1:36.474,,,8
23,19,Alexander Albon,Red Bull Racing Honda,1:39.197,,,4
26,NC,Daniil Kvyat,Scuderia Toro Rosso Honda,,,,0
