,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:34.462,20
33,2,Max Verstappen,Red Bull Racing Honda,+0.082s,25
5,3,Sebastian Vettel,Ferrari,+0.543s,20
77,4,Valtteri Bottas,Mercedes,+0.736s,28
44,5,Lewis Hamilton,Mercedes,+0.949s,22
23,6,Alexander Albon,Red Bull Racing Honda,+1.022s,22
27,7,Nico Hulkenberg,Renault,+1.278s,21
3,8,Daniel Ricciardo,Renault,+1.825s,20
11,9,Sergio Perez,Racing Point BWT Mercedes,+1.859s,27
8,10,Romain Grosjean,Haas Ferrari,+2.054s,23
55,11,Carlos Sainz,McLaren Renault,+2.061s,28
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,+2.076s,25
20,13,Kevin Magnussen,Haas Ferrari,+2.134s,21
18,14,Lance Stroll,Racing Point BWT Mercedes,+2.252s,26
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.308s,22
4,16,Lando Norris,McLaren Renault,+2.382s,30
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.866s,18
63,18,George Russell,Williams Mercedes,+4.058s,27
26,19,Daniil Kvyat,Scuderia Toro Rosso Honda,+4.088s,5
88,20,Robert Kubica,Williams Mercedes,+4.208s,29
