,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,51,1:35.761,219.847,15:43:51
16,2,Charles Leclerc,Ferrari,52,1:36.193,218.860,15:45:34
77,3,Valtteri Bottas,Mercedes,50,1:36.316,218.580,15:42:19
23,4,Alexander Albon,Red Bull Racing Honda,50,1:36.762,217.573,15:42:51
33,5,Max Verstappen,Red Bull Racing Honda,47,1:36.937,217.180,15:37:36
55,6,Carlos Sainz,McLaren Renault,53,1:38.020,214.780,15:47:52
11,7,Sergio Perez,Racing Point BWT Mercedes,49,1:38.043,214.730,15:41:22
20,8,Kevin Magnussen,Haas Ferrari,53,1:38.130,214.539,15:48:00
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,52,1:38.228,214.325,15:46:30
5,10,Sebastian Vettel,Ferrari,16,1:38.245,214.288,14:42:24
4,11,Lando Norris,McLaren Renault,52,1:38.301,214.166,15:46:26
27,12,Nico Hulkenberg,Renault,53,1:38.519,213.692,15:48:06
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,51,1:38.589,213.541,15:44:57
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,51,1:38.606,213.504,15:44:58
18,15,Lance Stroll,Racing Point BWT Mercedes,53,1:38.611,213.493,15:48:07
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,51,1:38.696,213.309,15:45:02
3,17,Daniel Ricciardo,Renault,22,1:41.284,207.859,14:53:39
63,18,George Russell,Williams Mercedes,18,1:41.705,206.998,14:46:49
88,19,Robert Kubica,Williams Mercedes,24,1:42.327,205.740,14:57:29
