,Position,Driver,Car,Time / Gap
5,1,Nigel Mansell,Williams Renault,1:20.246
6,2,Riccardo Patrese,Williams Renault,+1.110s
2,3,Gerhard Berger,McLaren Honda,+2.485s
1,4,Ayrton Senna,McLaren Honda,+2.520s
19,5,Michael Schumacher,Benetton Ford,+3.025s
27,6,Jean Alesi,Ferrari,+3.404s
20,7,Martin Brundle,Benetton Ford,+3.727s
12,8,Johnny Herbert,Lotus Ford,+4.360s
15,9,Gabriele Tarquini,Fondmetal Ford,+4.598s
11,10,Mika Hakkinen,Lotus Ford,+4.769s
9,11,Michele Alboreto,Footwork Mugen Honda,+4.769s
4,12,Andrea de Cesaris,Tyrrell Ilmor,+4.949s
30,13,Ukyo Katayama,Venturi Lamborghini,+5.048s
28,14,Ivan Capelli,Ferrari,+5.061s
25,15,Thierry Boutsen,Ligier Renault,+5.218s
26,16,Erik Comas,Ligier Renault,+5.260s
24,17,Gianni Morbidelli,Minardi Lamborghini,+5.303s
29,18,Bertrand Gachot,Venturi Lamborghini,+5.384s
21,19,Jyrki Jarvilehto,Dallara Ferrari,+5.429s
22,20,Pierluigi Martini,Dallara Ferrari,+5.549s
3,21,Olivier Grouillard,Tyrrell Ilmor,+5.949s
10,22,Aguri Suzuki,Footwork Mugen Honda,+6.040s
33,23,Mauricio Gugelmin,Jordan Yamaha,+6.310s
16,24,Karl Wendlinger,March Ilmor,+6.318s
8,25,Damon Hill,Brabham Judd,+7.144s
17,26,Paul Belmondo,March Ilmor,+7.260s
32,27,Stefano Modena,Jordan Yamaha,+7.313s
23,28,Alessandro Zanardi,Minardi Lamborghini,+7.471s
7,29,Eric van de Poele,Brabham Judd,+10.627s
