,Position,Driver,Car,Time
1,1,James Hunt,McLaren Ford,1:18.490
7,2,John Watson,Brabham Alfa Romeo,1:18.770
11,3,Niki Lauda,Ferrari,1:18.840
20,4,Jody Scheckter,Wolf Ford,1:18.850
6,5,Gunnar Nilsson,Lotus Ford,1:18.950
5,6,Mario Andretti,Lotus Ford,1:19.110
8,7,Hans-Joachim Stuck,Brabham Alfa Romeo,1:19.160
19,8,Vittorio Brambilla,Surtees Ford,1:19.200
40,9,Gilles Villeneuve,McLaren Ford,1:19.320
3,10,Ronnie Peterson,Tyrrell Ford,1:19.420
2,11,Jochen Mass,McLaren Ford,1:19.550
17,12,Alan  Jones,Shadow Ford,1:19.600
24,13,Rupert Keegan,Hesketh Ford,1:19.640
12,14,Carlos Reutemann,Ferrari,1:19.640
26,15,Jacques Laffite,Ligier Matra,1:19.750
23,16,Patrick Tambay,Ensign Ford,1:19.810
37,17,Arturo Merzario,March Ford,1:19.880
4,18,Patrick Depailler,Tyrrell Ford,1:19.900
30,19,Brett Lunger,McLaren Ford,1:20.060
34,20,Jean-Pierre Jarier,Penske Ford,1:20.100
15,21,Jean-Pierre Jabouille,Renault,1:20.110
28,22,Emerson Fittipaldi,Fittipaldi Ford,1:20.200
18,23,Vern Schuppan,Surtees Ford,1:20.240
10,24,Ian Scheckter,March Ford,1:20.310
16,25,Riccardo Patrese,Shadow Ford,1:20.350
27,26,Patrick Neve,,1:20.360
