,Position,Driver,Car,Time
12,1,Ayrton Senna,McLaren Honda,1:25.974
11,2,Alain Prost,McLaren Honda,1:26.277
28,3,Gerhard Berger,Ferrari,1:26.654
27,4,Michele Alboreto,Ferrari,1:26.988
18,5,Eddie  Cheever,Arrows Megatron,1:27.660
17,6,Derek Warwick,Arrows Megatron,1:27.815
1,7,Nelson Piquet,Lotus Honda,1:28.044
20,8,Thierry Boutsen,Benetton Ford,1:28.870
19,9,Alessandro Nannini,Benetton Ford,1:28.958
6,10,Riccardo Patrese,Williams Judd,1:29.435
16,11,Ivan Capelli,March Judd,1:29.513
2,12,Satoru Nakajima,Lotus Honda,1:29.541
15,13,Mauricio Gugelmin,March Judd,1:30.035
23,14,Pierluigi Martini,Minardi Ford,1:30.125
10,15,Bernd Schneider,Zakspeed,1:30.161
9,16,Piercarlo Ghinzani,Zakspeed,1:30.476
21,17,Nicola Larini,Osella,1:30.481
22,18,Andrea de Cesaris,Rial Ford,1:30.560
24,19,Luis Perez-Sala,Minardi Ford,1:30.698
30,20,Philippe Alliot,Lola Ford,1:30.962
36,21,Alex Caffi,Dallara Ford,1:30.989
5,22,Jean Louis Schlesser,Williams Judd,1:31.548
14,23,Philippe Streiff,AGS Ford,1:31.676
25,24,Rene Arnoux,Ligier Judd,1:32.049
29,25,Yannick Dalmas,Lola Ford,1:32.164
4,26,Julian Bailey,Tyrrell Ford,1:32.290
