,Position,Driver,Car,Laps,Time,Points
28,1,Gerhard Berger,Ferrari,51,1:17:39.744,9
27,2,Michele Alboreto,Ferrari,51,+0.502s,6
18,3,Eddie  Cheever,Arrows Megatron,51,+35.532s,4
17,4,Derek Warwick,Arrows Megatron,51,+36.114s,3
16,5,Ivan Capelli,March Judd,51,+52.522s,2
20,6,Thierry Boutsen,Benetton Ford,51,+59.878s,1
6,7,Riccardo Patrese,Williams Judd,51,+74.743s,0
15,8,Mauricio Gugelmin,March Judd,51,+92.566s,0
19,9,Alessandro Nannini,Benetton Ford,50,+1 lap,0
12,10,Ayrton Senna,McLaren Honda,49,DNF,0
5,11,Jean Louis Schlesser,Williams Judd,49,+2 laps,0
4,12,Julian Bailey,Tyrrell Ford,49,+2 laps,0
25,13,Rene Arnoux,Ligier Judd,49,+2 laps,0
11,NC,Alain Prost,McLaren Honda,34,DNF,0
30,NC,Philippe Alliot,Lola Ford,33,DNF,0
14,NC,Philippe Streiff,AGS Ford,31,DNF,0
10,NC,Bernd Schneider,Zakspeed,28,DNF,0
22,NC,Andrea de Cesaris,Rial Ford,27,DNF,0
9,NC,Piercarlo Ghinzani,Zakspeed,25,DNF,0
36,NC,Alex Caffi,Dallara Ford,24,DNF,0
29,NC,Yannick Dalmas,Lola Ford,17,DNF,0
23,NC,Pierluigi Martini,Minardi Ford,15,DNF,0
2,NC,Satoru Nakajima,Lotus Honda,14,DNF,0
24,NC,Luis Perez-Sala,Minardi Ford,12,DNF,0
1,NC,Nelson Piquet,Lotus Honda,11,DNF,0
21,NC,Nicola Larini,Osella,2,DNF,0
