,Position,Driver,Car,Laps,Time,Points
5,1,Felipe Massa,Ferrari,57,1:33:27.515,10
2,2,Lewis Hamilton,McLaren Mercedes,57,+2.360s,8
6,3,Kimi Räikkönen,Ferrari,57,+10.839s,6
9,4,Nick Heidfeld,Sauber BMW,57,+13.831s,5
1,5,Fernando Alonso,McLaren Mercedes,57,+14.426s,4
10,6,Robert Kubica,Sauber BMW,57,+45.529s,3
12,7,Jarno Trulli,Toyota,57,+81.371s,2
3,8,Giancarlo Fisichella,Renault,57,+81.701s,1
4,9,Heikki Kovalainen,Renault,57,+89.411s,0
16,10,Nico Rosberg,Williams Toyota,57,+89.916s,0
17,11,Alexander Wurz,Williams Toyota,56,+1 lap,0
11,12,Ralf Schumacher,Toyota,56,+1 lap,0
8,13,Rubens Barrichello,Honda,56,+1 lap,0
21,14,Christijan Albers,Spyker Ferrari,55,+2 laps,0
20,15,Adrian Sutil,Spyker Ferrari,53,+4 laps,0
23,16,Anthony Davidson,Super Aguri Honda,51,DNF,0
15,NC,Mark Webber,Red Bull Renault,41,DNF,0
14,NC,David Coulthard,Red Bull Renault,36,DNF,0
22,NC,Takuma Sato,Super Aguri Honda,34,DNF,0
18,NC,Vitantonio Liuzzi,STR Ferrari,26,DNF,0
7,NC,Jenson Button,Honda,0,DNF,0
19,NC,Scott Speed,STR Ferrari,0,DNF,0
