,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Felipe Massa,Ferrari,1:32.443,1:31.359,1:32.652,16
2,2,Lewis Hamilton,McLaren Mercedes,1:32.580,1:31.732,1:32.935,16
6,3,Kimi Räikkönen,Ferrari,1:33.161,1:31.812,1:33.131,16
1,4,Fernando Alonso,McLaren Mercedes,1:33.049,1:32.214,1:33.192,16
9,5,Nick Heidfeld,Sauber BMW,1:33.164,1:32.154,1:33.404,17
10,6,Robert Kubica,Sauber BMW,1:33.348,1:32.292,1:33.710,17
3,7,Giancarlo Fisichella,Renault,1:33.556,1:32.889,1:34.056,22
15,8,Mark Webber,Red Bull Renault,1:33.496,1:32.808,1:34.106,22
12,9,Jarno Trulli,Toyota,1:33.218,1:32.429,1:34.154,22
16,10,Nico Rosberg,Williams Toyota,1:33.349,1:32.815,1:34.399,22
17,11,Alexander Wurz,Williams Toyota,1:33.759,1:32.915,,12
4,12,Heikki Kovalainen,Renault,1:33.467,1:32.935,,12
23,13,Anthony Davidson,Super Aguri Honda,1:33.299,1:33.082,,12
11,14,Ralf Schumacher,Toyota,1:33.923,1:33.294,,13
8,15,Rubens Barrichello,Honda,1:33.776,1:33.624,,12
7,16,Jenson Button,Honda,1:33.967,1:33.731,,14
22,17,Takuma Sato,Super Aguri Honda,1:33.984,,,6
18,18,Vitantonio Liuzzi,STR Ferrari,1:34.024,,,6
19,19,Scott Speed,STR Ferrari,1:34.333,,,6
20,20,Adrian Sutil,Spyker Ferrari,1:35.280,,,8
14,21,David Coulthard,Red Bull Renault,1:35.341,,,4
21,22,Christijan Albers,Spyker Ferrari,1:35.533,,,7
