,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:32.543,12
6,2,Kimi Räikkönen,Ferrari,+0.006s,16
9,3,Nick Heidfeld,Sauber BMW,+0.109s,15
10,4,Robert Kubica,Sauber BMW,+0.212s,15
23,5,Anthony Davidson,Super Aguri Honda,+0.357s,20
5,6,Felipe Massa,Ferrari,+0.407s,12
1,7,Fernando Alonso,McLaren Mercedes,+0.692s,11
15,8,Mark Webber,Red Bull Renault,+0.856s,14
3,9,Giancarlo Fisichella,Renault,+1.059s,17
4,10,Heikki Kovalainen,Renault,+1.062s,21
16,11,Nico Rosberg,Williams Toyota,+1.071s,14
17,12,Alexander Wurz,Williams Toyota,+1.115s,17
18,13,Vitantonio Liuzzi,STR Ferrari,+1.157s,18
12,14,Jarno Trulli,Toyota,+1.181s,22
14,15,David Coulthard,Red Bull Renault,+1.283s,14
7,16,Jenson Button,Honda,+1.480s,20
22,17,Takuma Sato,Super Aguri Honda,+1.539s,21
8,18,Rubens Barrichello,Honda,+1.854s,17
19,19,Scott Speed,STR Ferrari,+2.248s,12
11,20,Ralf Schumacher,Toyota,+2.601s,11
21,21,Christijan Albers,Spyker Ferrari,+2.852s,22
20,22,Adrian Sutil,Spyker Ferrari,+2.893s,18
