,Position,Driver,Car,Time
25,1,Didier Pironi,Ligier Ford,1:11.004
26,2,Jacques Laffite,Ligier Ford,1:11.390
27,3,Alan  Jones,Williams Ford,1:11.600
28,4,Carlos Reutemann,Williams Ford,1:11.620
5,5,Nelson Piquet,Brabham Ford,1:11.630
23,6,Bruno Giacomelli,Alfa Romeo,1:12.120
8,7,Alain Prost,McLaren Ford,1:12.630
22,8,Patrick Depailler,Alfa Romeo,1:13.180
11,9,Mario Andretti,Lotus Ford,1:13.400
4,10,Derek Daly,Tyrrell Ford,1:13.460
3,11,Jean-Pierre Jarier,Tyrrell Ford,1:13.660
7,12,John Watson,McLaren Ford,1:13.710
15,13,Jean-Pierre Jabouille,Renault,1:13.740
12,14,Elio de Angelis,Lotus Ford,1:13.850
9,15,Marc Surer,ATS Ford,1:13.950
16,16,Rene Arnoux,Renault,1:13.960
6,17,Hector Rebaque,Brabham Ford,1:14.220
50,18,Rupert Keegan,Williams Ford,1:14.230
2,19,Gilles Villeneuve,Ferrari,1:14.290
31,20,Eddie  Cheever,Osella Ford,1:14.510
29,21,Riccardo Patrese,Arrows Ford,1:14.560
20,22,Emerson Fittipaldi,Fittipaldi Ford,1:14.580
1,23,Jody Scheckter,Ferrari,1:15.370
30,24,Jochen Mass,Arrows Ford,1:15.420
