,Position,Driver,Car,Time
1,1,Emerson Fittipaldi,Lotus Ford,1:34.980
2,2,Ronnie Peterson,Lotus Ford,1:35.370
7,3,Denny Hulme,McLaren Ford,1:35.690
8,4,Peter   Revson,McLaren Ford,1:35.860
10,5,Carlos Reutemann,Brabham Ford,1:36.010
4,6,Arturo Merzario,Ferrari,1:36.420
5,7,Jackie Stewart,Tyrrell Ford,1:36.440
24,8,Carlos Pace,Surtees Ford,1:36.480
27,9,James Hunt,March Ford,1:36.630
6,10,Francois  Cevert ,Tyrrell Ford,1:36.770
15,11,Mike  Beuttler ,March Ford,1:36.830
18,12,Jean-Pierre Jarier,March Ford,1:36.930
20,13,Jean-Pierre Beltoise,BRM,1:37.460
19,14,Clay Regazzoni,BRM,1:37.520
23,15,Mike Hailwood,Surtees Ford,1:37.600
11,16,Wilson Fittipaldi,Brabham Ford,1:37.810
9,17,Rolf Stommelen,Brabham Ford,1:37.850
17,18,Jackie Oliver,Shadow Ford,1:37.970
28,19,Rikky von Opel,Ensign Ford,1:38.220
16,20,George  Follmer ,Shadow Ford,1:38.300
25,21,Howden  Ganley ,Iso Marlboro Ford,1:39.380
12,22,Graham Hill,Shadow Ford,1:39.500
26,23,Gijs van Lennep,Iso Marlboro Ford,1:41.040
