,Position,Driver,Car,Laps,Time,Points
2,1,Ronnie Peterson,Lotus Ford,54,1:28:48.780,9
5,2,Jackie Stewart,Tyrrell Ford,54,+9.010s,6
24,3,Carlos Pace,Surtees Ford,54,+46.640s,4
10,4,Carlos Reutemann,Brabham Ford,54,+47.910s,3
20,5,Jean-Pierre Beltoise,BRM,54,+81.600s,2
19,6,Clay Regazzoni,BRM,54,+98.400s,1
4,7,Arturo Merzario,Ferrari,53,+1 lap,0
7,8,Denny Hulme,McLaren Ford,53,+1 lap,0
26,9,Gijs van Lennep,Iso Marlboro Ford,52,+2 laps,0
23,10,Mike Hailwood,Surtees Ford,49,+5 laps,0
1,11,Emerson Fittipaldi,Lotus Ford,48,DNF,0
25,NC,Howden  Ganley ,Iso Marlboro Ford,44,+10 laps,0
18,NC,Jean-Pierre Jarier,March Ford,37,DNF,0
28,NC,Rikky von Opel,Ensign Ford,34,DNF,0
11,NC,Wilson Fittipaldi,Brabham Ford,31,DNF,0
12,NC,Graham Hill,Shadow Ford,28,DNF,0
16,NC,George  Follmer ,Shadow Ford,23,DNF,0
9,NC,Rolf Stommelen,Brabham Ford,21,DNF,0
17,NC,Jackie Oliver,Shadow Ford,9,DNF,0
6,NC,Francois  Cevert ,Tyrrell Ford,6,DNF,0
27,NC,James Hunt,March Ford,3,DNF,0
8,NC,Peter   Revson,McLaren Ford,0,DNF,0
15,NC,Mike  Beuttler ,March Ford,0,DNF,0
