,Position,Driver,Car,Time
4,1,Stirling Moss,Maserati,1:42.600
2,2,Juan Manuel Fangio,Maserati,1:43.700
6,3,Jean Behra,Maserati,1:44.000
14,4,Eugenio Castellotti,Lanica Ferrari,1:44.200
10,5,Peter Collins,Lanica Ferrari,1:44.600
12,6,Luigi Musso,Lanica Ferrari,1:44.800
16,7,Mike Hawthorn,Lanica Ferrari,1:44.800
8,8,Carlos Menditeguy,Maserati,1:45.100
22,9,Harry Schell,Maserati,1:46.400
20,10,Jose Froilan Gonzalez,Lanica Ferrari,1:46.800
18,11,Cesare Perdisa,Lanica Ferrari,1:48.600
26,12,Alessandro de Tomaso,Maserati,1:56.100
24,13,Jo Bonnier,Maserati,1:58.200
28,14,Luigi Piotti,Maserati,1:58.200
