,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:36.898,25
2,2,Rubens Barrichello,Ferrari,+0.196s,28
9,3,Giancarlo Fisichella,Jordan Honda,+1.195s,33
3,4,David Coulthard,McLaren Mercedes,+1.849s,30
4,5,Kimi Räikkönen,McLaren Mercedes,+1.875s,32
20,6,Heinz-Harald Frentzen,Arrows Cosworth,+2.260s,27
14,7,Jarno Trulli,Renault,+2.306s,25
8,8,Felipe Massa,Sauber Petronas,+2.355s,32
6,9,Juan Pablo Montoya,Williams BMW,+2.582s,24
5,10,Ralf Schumacher,Williams BMW,+2.620s,29
10,11,Takuma Sato,Jordan Honda,+2.866s,42
7,12,Nick Heidfeld,Sauber Petronas,+3.073s,29
16,13,Eddie Irvine,Jaguar Cosworth,+3.653s,23
15,14,Jenson Button,Renault,+3.703s,37
11,15,Jacques Villeneuve,BAR Honda,+3.889s,39
17,16,Pedro de la Rosa,Jaguar Cosworth,+3.911s,30
12,17,Olivier Panis,BAR Honda,+4.667s,33
21,18,Enrique Bernoldi,Arrows Cosworth,+4.832s,28
23,19,Mark Webber,Minardi Asiatech,+5.071s,26
24,20,Mika Salo,Toyota,+5.363s,26
22,21,Alex Yoong,Minardi Asiatech,+7.088s,35
25,22,Allan McNish,Toyota,+7.088s,30
