,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:21.091
2,2,Rubens Barrichello,Ferrari,1:21.155
5,3,Ralf Schumacher,Williams BMW,1:21.473
6,4,Juan Pablo Montoya,Williams BMW,1:21.605
4,5,Kimi Räikkönen,McLaren Mercedes,1:22.104
3,6,David Coulthard,McLaren Mercedes,1:22.490
7,7,Nick Heidfeld,Sauber Petronas,1:22.767
14,8,Jarno Trulli,Renault,1:22.833
15,9,Jenson Button,Renault,1:22.857
11,10,Jacques Villeneuve,BAR Honda,1:23.116
8,11,Felipe Massa,Sauber Petronas,1:23.681
12,12,Olivier Panis,BAR Honda,1:23.821
20,13,Heinz-Harald Frentzen,Arrows Cosworth,1:23.862
10,14,Takuma Sato,Jordan Honda,1:24.050
9,15,Giancarlo Fisichella,Jordan Honda,1:24.253
24,16,Mika Salo,Toyota,1:24.328
25,17,Allan McNish,Toyota,1:24.331
16,18,Eddie Irvine,Jaguar Cosworth,1:24.579
23,19,Mark Webber,Minardi Asiatech,1:24.790
21,20,Enrique Bernoldi,Arrows Cosworth,1:24.808
17,21,Pedro de la Rosa,Jaguar Cosworth,1:24.852
