,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,62,1:29:10.789,10
2,2,Rubens Barrichello,Ferrari,62,+17.907s,6
5,3,Ralf Schumacher,Williams BMW,62,+19.755s,4
6,4,Juan Pablo Montoya,Williams BMW,62,+44.725s,3
15,5,Jenson Button,Renault,62,+83.395s,2
3,6,David Coulthard,McLaren Mercedes,61,+1 lap,1
11,7,Jacques Villeneuve,BAR Honda,61,+1 lap,0
8,8,Felipe Massa,Sauber Petronas,61,+1 lap,0
14,9,Jarno Trulli,Renault,61,+1 lap,0
7,10,Nick Heidfeld,Sauber Petronas,61,+1 lap,0
23,11,Mark Webber,Minardi Asiatech,60,+2 laps,0
21,NC,Enrique Bernoldi,Arrows Cosworth,50,DNF,0
16,NC,Eddie Irvine,Jaguar Cosworth,45,DNF,0
4,NC,Kimi Räikkönen,McLaren Mercedes,44,DNF,0
12,NC,Olivier Panis,BAR Honda,44,DNF,0
17,NC,Pedro de la Rosa,Jaguar Cosworth,30,DNF,0
24,NC,Mika Salo,Toyota,26,DNF,0
20,NC,Heinz-Harald Frentzen,Arrows Cosworth,25,DNF,0
9,NC,Giancarlo Fisichella,Jordan Honda,19,DNF,0
10,NC,Takuma Sato,Jordan Honda,5,DNF,0
25,NC,Allan McNish,Toyota,0,DNF,0
