,Position,Driver,Car,Time,Laps
1,1,Michael Schumacher,Ferrari,1:21.091,12
2,2,Rubens Barrichello,Ferrari,1:21.155,8
5,3,Ralf Schumacher,Williams BMW,1:21.473,11
6,4,Juan Pablo Montoya,Williams BMW,1:21.605,12
4,5,Kimi Räikkönen,McLaren Mercedes,1:22.104,11
3,6,David Coulthard,McLaren Mercedes,1:22.490,12
7,7,Nick Heidfeld,Sauber Petronas,1:22.767,12
14,8,Jarno Trulli,Renault,1:22.833,12
15,9,Jenson Button,Renault,1:22.857,12
11,10,Jacques Villeneuve,BAR Honda,1:23.116,11
8,11,Felipe Massa,Sauber Petronas,1:23.681,12
12,12,Olivier Panis,BAR Honda,1:23.821,12
20,13,Heinz-Harald Frentzen,Arrows Cosworth,1:23.862,12
10,14,Takuma Sato,Jordan Honda,1:24.050,10
9,15,Giancarlo Fisichella,Jordan Honda,1:24.253,11
24,16,Mika Salo,Toyota,1:24.328,12
25,17,Allan McNish,Toyota,1:24.331,12
16,18,Eddie Irvine,Jaguar Cosworth,1:24.579,12
23,19,Mark Webber,Minardi Asiatech,1:24.790,10
21,20,Enrique Bernoldi,Arrows Cosworth,1:24.808,11
17,21,Pedro de la Rosa,Jaguar Cosworth,1:24.852,12
22,NC,Alex Yoong,Minardi Asiatech,1:27.241,11
