,Position,Driver,Car,Laps,Time,Points
5,1,Mario Andretti,Lotus Ford,52,1:27:50.300,9
11,2,Niki Lauda,Ferrari,52,+16.960s,6
17,3,Alan  Jones,Shadow Ford,52,+23.630s,4
2,4,Jochen Mass,McLaren Ford,52,+28.480s,3
22,5,Clay Regazzoni,Ensign Ford,52,+31.110s,2
3,6,Ronnie Peterson,Tyrrell Ford,52,+79.220s,1
27,7,Patrick Neve,,50,+2 laps,0
26,8,Jacques Laffite,Ligier Matra,50,+2 laps,0
24,9,Rupert Keegan,Hesketh Ford,48,+4 laps,0
10,NC,Ian Scheckter,March Ford,41,DNF,0
12,NC,Carlos Reutemann,Ferrari,39,DNF,0
14,NC,Bruno Giacomelli,McLaren Ford,38,DNF,0
16,NC,Riccardo Patrese,Shadow Ford,38,DNF,0
8,NC,Hans-Joachim Stuck,Brabham Alfa Romeo,31,DNF,0
1,NC,James Hunt,McLaren Ford,26,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,24,DNF,0
20,NC,Jody Scheckter,Wolf Ford,23,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,23,DNF,0
34,NC,Jean-Pierre Jarier,Penske Ford,19,DNF,0
23,NC,Patrick Tambay,Ensign Ford,8,DNF,0
19,NC,Vittorio Brambilla,Surtees Ford,5,DNF,0
30,NC,Brett Lunger,McLaren Ford,4,DNF,0
6,NC,Gunnar Nilsson,Lotus Ford,4,DNF,0
7,NC,John Watson,Brabham Alfa Romeo,3,DNF,0
