,Position,Driver,Car,Time
1,1,James Hunt,McLaren Ford,1:38.080
12,2,Carlos Reutemann,Ferrari,1:38.150
20,3,Jody Scheckter,Wolf Ford,1:38.290
5,4,Mario Andretti,Lotus Ford,1:38.370
11,5,Niki Lauda,Ferrari,1:38.540
16,6,Riccardo Patrese,Shadow Ford,1:38.680
22,7,Clay Regazzoni,Ensign Ford,1:38.680
26,8,Jacques Laffite,Ligier Matra,1:38.770
2,9,Jochen Mass,McLaren Ford,1:38.860
19,10,Vittorio Brambilla,Surtees Ford,1:38.920
8,11,Hans-Joachim Stuck,Brabham Alfa Romeo,1:39.050
3,12,Ronnie Peterson,Tyrrell Ford,1:39.170
4,13,Patrick Depailler,Tyrrell Ford,1:39.180
7,14,John Watson,Brabham Alfa Romeo,1:39.210
14,15,Bruno Giacomelli,McLaren Ford,1:39.420
17,16,Alan  Jones,Shadow Ford,1:39.500
10,17,Ian Scheckter,March Ford,1:39.620
34,18,Jean-Pierre Jarier,Penske Ford,1:39.630
6,19,Gunnar Nilsson,Lotus Ford,1:39.850
15,20,Jean-Pierre Jabouille,Renault,1:40.030
23,21,Patrick Tambay,Ensign Ford,1:40.190
30,22,Brett Lunger,McLaren Ford,1:40.260
24,23,Rupert Keegan,Hesketh Ford,1:40.280
27,24,Patrick Neve,,1:40.510
