,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,33,1:20.028,178.812
4,2,Rubens Barrichello,Ferrari,42,1:20.520,177.719
5,3,Heinz-Harald Frentzen,Jordan Mugen Honda,58,1:20.640,177.455
2,4,David Coulthard,McLaren Mercedes,29,1:20.641,177.453
3,5,Michael Schumacher,Ferrari,22,1:20.762,177.187
22,6,Jacques Villeneuve,BAR Honda,48,1:21.163,176.311
9,7,Ralf Schumacher,Williams BMW,45,1:21.211,176.207
17,8,Mika Salo,Sauber Petronas,32,1:21.372,175.859
10,9,Jenson Button,Williams BMW,33,1:21.423,175.748
12,10,Alexander Wurz,Benetton Playlife,34,1:21.483,175.619
6,11,Jarno Trulli,Jordan Mugen Honda,71,1:21.483,175.619
16,12,Pedro Diniz,Sauber Petronas,47,1:21.491,175.602
7,13,Eddie Irvine,Jaguar Cosworth,70,1:21.572,175.427
19,14,Jos Verstappen,Arrows Supertec,27,1:22.366,173.736
8,15,Johnny Herbert,Jaguar Cosworth,30,1:22.439,173.582
23,16,Ricardo Zonta,BAR Honda,30,1:22.633,173.175
11,17,Giancarlo Fisichella,Benetton Playlife,7,1:22.933,172.548
20,18,Marc Gene,Minardi Fondmetal,53,1:23.388,171.607
15,19,Nick Heidfeld,Prost Peugeot,16,1:23.644,171.082
18,20,Pedro de la Rosa,Arrows Supertec,4,1:23.820,170.722
21,21,Gaston Mazzacane,Minardi Fondmetal,29,1:23.912,170.535
14,22,Jean Alesi,Prost Peugeot,7,1:24.106,170.142
