,Position,Driver,Car,Time / Gap,Laps
3,1,Michael Schumacher,Ferrari,1:17.395,30
2,2,David Coulthard,McLaren Mercedes,+0.630s,29
4,3,Rubens Barrichello,Ferrari,+0.873s,30
5,4,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.016s,26
9,5,Ralf Schumacher,Williams BMW,+1.035s,25
1,6,Mika Hakkinen,McLaren Mercedes,+1.072s,20
6,7,Jarno Trulli,Jordan Mugen Honda,+1.108s,23
11,8,Giancarlo Fisichella,Benetton Playlife,+1.166s,30
17,9,Mika Salo,Sauber Petronas,+1.398s,29
16,10,Pedro Diniz,Sauber Petronas,+1.611s,23
10,11,Jenson Button,Williams BMW,+1.629s,31
7,12,Eddie Irvine,Jaguar Cosworth,+1.917s,27
22,13,Jacques Villeneuve,BAR Honda,+2.165s,29
14,14,Jean Alesi,Prost Peugeot,+2.556s,28
8,15,Johnny Herbert,Jaguar Cosworth,+2.577s,30
19,16,Jos Verstappen,Arrows Supertec,+2.654s,33
18,17,Pedro de la Rosa,Arrows Supertec,+2.797s,30
12,18,Alexander Wurz,Benetton Playlife,+3.008s,23
23,19,Ricardo Zonta,BAR Honda,+3.120s,31
15,20,Nick Heidfeld,Prost Peugeot,+3.287s,31
20,21,Marc Gene,Minardi Fondmetal,+3.389s,27
21,22,Gaston Mazzacane,Minardi Fondmetal,+3.674s,17
