,Position,Driver,Car,Laps,Time,Points
1,1,Mika Hakkinen,McLaren Mercedes,77,1:45:33.869,10
3,2,Michael Schumacher,Ferrari,77,+7.916s,6
2,3,David Coulthard,McLaren Mercedes,77,+8.454s,4
4,4,Rubens Barrichello,Ferrari,77,+44.157s,3
9,5,Ralf Schumacher,Williams BMW,77,+50.437s,2
5,6,Heinz-Harald Frentzen,Jordan Mugen Honda,77,+68.099s,1
6,7,Jarno Trulli,Jordan Mugen Honda,76,+1 lap,0
7,8,Eddie Irvine,Jaguar Cosworth,76,+1 lap,0
10,9,Jenson Button,Williams BMW,76,+1 lap,0
17,10,Mika Salo,Sauber Petronas,76,+1 lap,0
12,11,Alexander Wurz,Benetton Playlife,76,+1 lap,0
22,12,Jacques Villeneuve,BAR Honda,75,+2 laps,0
19,13,Jos Verstappen,Arrows Supertec,75,+2 laps,0
23,14,Ricardo Zonta,BAR Honda,75,+2 laps,0
20,15,Marc Gene,Minardi Fondmetal,74,+3 laps,0
18,16,Pedro de la Rosa,Arrows Supertec,73,+4 laps,0
21,NC,Gaston Mazzacane,Minardi Fondmetal,68,DNF,0
8,NC,Johnny Herbert,Jaguar Cosworth,67,DNF,0
16,NC,Pedro Diniz,Sauber Petronas,62,DNF,0
11,NC,Giancarlo Fisichella,Benetton Playlife,31,DNF,0
15,NC,Nick Heidfeld,Prost Peugeot,22,DNF,0
14,NC,Jean Alesi,Prost Peugeot,11,DNF,0
