,Position,Driver,Car,Time / Gap,Laps
2,1,Ayrton Senna,Williams Renault,1:16.082,21
5,2,Michael Schumacher,Benetton Ford,+0.992s,21
0,3,Damon Hill,Williams Renault,+1.535s,20
24,4,Michele Alboreto,Minardi Ford,+1.736s,19
9,5,Christian Fittipaldi,Footwork Ford,+2.171s,23
6,6,Jos Verstappen,Benetton Ford,+2.172s,23
10,7,Gianni Morbidelli,Footwork Ford,+2.218s,21
27,8,Jean Alesi,Ferrari,+2.348s,16
14,9,Rubens Barrichello,Jordan Hart,+2.377s,22
15,10,Eddie Irvine,Jordan Hart,+2.423s,21
20,11,Erik Comas,Larrousse Ford,+2.593s,23
7,12,Mika Hakkinen,McLaren Peugeot,+2.632s,18
3,13,Ukyo Katayama,Tyrrell Yamaha,+2.700s,22
30,14,Heinz-Harald Frentzen,Sauber Mercedes,+2.741s,22
4,15,Mark Blundell,Tyrrell Yamaha,+3.041s,21
19,16,Olivier Beretta,Larrousse Ford,+3.543s,23
23,17,Pierluigi Martini,Minardi Ford,+3.588s,8
12,18,Johnny Herbert,Lotus Mugen Honda,+3.693s,21
8,19,Martin Brundle,McLaren Peugeot,+3.873s,22
25,20,Eric Bernard,Ligier Renault,+4.009s,22
26,21,Olivier Panis,Ligier Renault,+4.018s,22
28,22,Gerhard Berger,Ferrari,+4.120s,10
29,23,Karl Wendlinger,Sauber Mercedes,+4.124s,12
31,24,David Brabham,Simtek Ford,+4.314s,21
11,25,Pedro Lamy,Lotus Mugen Honda,+5.299s,14
34,26,Bertrand Gachot,Pacific Ilmor,+5.947s,21
32,27,Roland Ratzenberger,Simtek Ford,+8.350s,10
33,28,Paul Belmondo,Pacific Ilmor,+152.398s,1
