,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:38.127,32
44,2,Lewis Hamilton,Mercedes,+0.722s,31
5,3,Sebastian Vettel,Ferrari,+1.048s,19
7,4,Kimi Räikkönen,Ferrari,+1.205s,18
19,5,Felipe Massa,Williams Mercedes,+1.238s,14
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.523s,24
77,7,Valtteri Bottas,Williams Mercedes,+1.675s,34
26,8,Daniil Kvyat,Red Bull Racing TAG Heuer,+2.091s,26
11,9,Sergio Perez,Force India Mercedes,+2.160s,22
55,10,Carlos Sainz,Toro Rosso Ferrari,+2.527s,21
22,11,Jenson Button,McLaren Honda,+2.536s,19
14,12,Fernando Alonso,McLaren Honda,+2.644s,18
46,13,Sergey Sirotkin,Renault,+2.771s,24
12,14,Felipe Nasr,Sauber Ferrari,+2.958s,21
33,15,Max Verstappen,Toro Rosso Ferrari,+3.007s,22
21,16,Esteban Gutierrez ,Haas Ferrari,+3.111s,18
8,17,Romain Grosjean,Haas Ferrari,+3.258s,20
30,18,Jolyon Palmer,Renault,+3.544s,25
9,19,Marcus Ericsson,Sauber Ferrari,+3.835s,22
94,20,Pascal Wehrlein,MRT Mercedes,+4.356s,21
88,21,Rio Haryanto,MRT Mercedes,+4.560s,8
34,22,Alfonso Celis,Force India Mercedes,+5.305s,23
