,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,52,1:39.094,212.452,16:34:33
19,2,Felipe Massa,Williams Mercedes,52,1:39.743,211.070,16:35:47
7,3,Kimi Räikkönen,Ferrari,47,1:40.101,210.315,16:26:34
44,4,Lewis Hamilton,Mercedes,36,1:40.266,209.969,16:07:51
14,5,Fernando Alonso,McLaren Honda,52,1:40.347,209.799,16:36:16
77,6,Valtteri Bottas,Williams Mercedes,37,1:41.159,208.115,16:09:54
3,7,Daniel Ricciardo,Red Bull Racing TAG Heuer,46,1:41.179,208.074,16:26:29
22,8,Jenson Button,McLaren Honda,50,1:41.720,206.968,16:33:07
20,9,Kevin Magnussen,Renault,50,1:41.832,206.740,16:33:00
11,10,Sergio Perez,Force India Mercedes,47,1:41.897,206.608,16:27:56
94,11,Pascal Wehrlein,MRT Mercedes,43,1:41.907,206.588,16:22:54
8,12,Romain Grosjean,Haas Ferrari,51,1:42.026,206.347,16:34:44
33,13,Max Verstappen,Toro Rosso Ferrari,32,1:42.029,206.341,16:01:48
9,14,Marcus Ericsson,Sauber Ferrari,45,1:42.050,206.298,16:24:53
55,15,Carlos Sainz,Toro Rosso Ferrari,41,1:42.205,205.986,16:17:42
12,16,Felipe Nasr,Sauber Ferrari,50,1:42.253,205.889,16:33:41
26,17,Daniil Kvyat,Red Bull Racing TAG Heuer,44,1:42.344,205.706,16:23:19
21,18,Esteban Gutierrez ,Haas Ferrari,52,1:42.378,205.637,16:37:20
30,19,Jolyon Palmer,Renault,37,1:42.660,205.073,16:10:55
