,Position,Driver,Car,Time / Gap,Laps
35,1,Pedro de la Rosa,McLaren Mercedes,1:30.532,23
38,2,Ricardo Zonta,Toyota,+0.543s,16
3,3,Jenson Button,BAR Honda,+1.511s,18
14,4,David Coulthard,RBR Cosworth,+1.697s,23
10,5,Juan Pablo Montoya,McLaren Mercedes,+1.789s,9
5,6,Fernando Alonso,Renault,+1.838s,22
6,7,Giancarlo Fisichella,Renault,+1.938s,19
4,8,Takuma Sato,BAR Honda,+2.259s,20
7,9,Mark Webber,Williams BMW,+2.566s,13
15,10,Christian Klien,RBR Cosworth,+2.607s,19
12,11,Felipe Massa,Sauber Petronas,+2.725s,16
37,12,Vitantonio Liuzzi,RBR Cosworth,+2.909s,22
9,13,Kimi Räikkönen,McLaren Mercedes,+2.954s,8
8,14,Antonio Pizzonia,Williams BMW,+2.996s,22
11,15,Jacques Villeneuve,Sauber Petronas,+3.113s,15
2,16,Rubens Barrichello,Ferrari,+3.168s,9
17,17,Ralf Schumacher,Toyota,+3.203s,10
1,18,Michael Schumacher,Ferrari,+3.354s,9
16,19,Jarno Trulli,Toyota,+4.003s,11
39,20,Sakon Yamamoto,Jordan Toyota,+5.763s,23
21,21,Christijan Albers,Minardi Cosworth,+6.621s,16
19,22,Narain Karthikeyan,Jordan Toyota,+6.622s,13
20,23,Robert Doornbos,Minardi Cosworth,+7.284s,17
18,24,Tiago Monteiro,Jordan Toyota,+7.718s,17
