,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,44,1:31.540,228.372
5,2,Fernando Alonso,Renault,21,1:31.599,228.225
6,3,Giancarlo Fisichella,Renault,19,1:32.522,225.948
3,4,Jenson Button,BAR Honda,19,1:32.754,225.383
1,5,Michael Schumacher,Ferrari,25,1:32.763,225.361
17,6,Ralf Schumacher,Toyota,9,1:32.795,225.283
7,7,Mark Webber,Williams BMW,21,1:33.022,224.733
14,8,David Coulthard,RBR Cosworth,18,1:33.023,224.731
2,9,Rubens Barrichello,Ferrari,52,1:33.133,224.466
12,10,Felipe Massa,Sauber Petronas,43,1:33.232,224.227
11,11,Jacques Villeneuve,Sauber Petronas,50,1:33.288,224.093
15,12,Christian Klien,RBR Cosworth,49,1:33.499,223.587
4,13,Takuma Sato,BAR Honda,28,1:34.186,221.956
18,14,Tiago Monteiro,Jordan Toyota,17,1:35.458,218.998
19,15,Narain Karthikeyan,Jordan Toyota,11,1:35.887,218.019
21,16,Christijan Albers,Minardi Cosworth,33,1:36.039,217.674
20,17,Robert Doornbos,Minardi Cosworth,50,1:36.574,216.468
8,18,Antonio Pizzonia,Williams BMW,9,1:36.711,216.161
16,19,Jarno Trulli,Toyota,9,1:37.428,214.570
