,Position,Driver,Car,Q1,Q2,Q3,Laps
4,RT,Lewis Hamilton,McLaren Mercedes,1:22.583,1:22.465,1:21.707,17
18,1,Pastor Maldonado,Williams Renault,1:23.380,1:22.105,1:22.285,14
5,2,Fernando Alonso,Ferrari,1:23.276,1:22.862,1:22.302,15
10,3,Romain Grosjean,Lotus Renault,1:23.248,1:22.667,1:22.424,14
9,4,Kimi Räikkönen,Lotus Renault,1:23.406,1:22.856,1:22.487,13
15,5,Sergio Perez,Sauber Ferrari,1:24.261,1:22.773,1:22.533,14
8,6,Nico Rosberg,Mercedes,1:23.370,1:22.882,1:23.005,17
1,7,Sebastian Vettel,Red Bull Racing Renault,1:23.850,1:22.884,DNF,14
7,8,Michael Schumacher,Mercedes,1:23.757,1:22.904,DNS,15
14,9,Kamui Kobayashi,Sauber Ferrari,1:23.386,1:22.897,,14
3,10,Jenson Button,McLaren Mercedes,1:23.510,1:22.944,,13
2,11,Mark Webber,Red Bull Racing Renault,1:23.592,1:22.977,,8
11,12,Paul di Resta,Force India Mercedes,1:23.852,1:23.125,,14
12,13,Nico Hulkenberg,Force India Mercedes,1:23.720,1:23.177,,13
17,14,Jean-Eric Vergne,STR Ferrari,1:24.362,1:23.265,,11
16,15,Daniel Ricciardo,STR Ferrari,1:23.906,1:23.442,,11
6,16,Felipe Massa,Ferrari,1:23.886,1:23.444,,12
19,17,Bruno Senna,Williams Renault,1:24.981,,,8
21,18,Vitaly Petrov,Caterham Renault,1:25.277,,,8
20,19,Heikki Kovalainen,Caterham Renault,1:25.507,,,8
25,20,Charles Pic,Marussia Cosworth,1:26.582,,,8
24,21,Timo Glock,Marussia Cosworth,1:27.032,,,8
22,22,Pedro de la Rosa,HRT Cosworth,1:27.555,,,6
23,NC,Narain Karthikeyan,HRT Cosworth,1:31.122,,,4
