,Position,Driver,Car,Lap,Time,Avg Speed
10,1,Romain Grosjean,Lotus Renault,53,1:26.250,194.295
9,2,Kimi Räikkönen,Lotus Renault,50,1:26.938,192.758
5,3,Fernando Alonso,Ferrari,46,1:27.390,191.761
1,4,Sebastian Vettel,Red Bull Racing Renault,65,1:27.768,190.935
2,5,Mark Webber,Red Bull Racing Renault,44,1:27.857,190.741
18,6,Pastor Maldonado,Williams Renault,26,1:27.906,190.635
8,7,Nico Rosberg,Mercedes,45,1:28.150,190.107
14,8,Kamui Kobayashi,Sauber Ferrari,45,1:28.266,189.857
17,9,Jean-Eric Vergne,STR Ferrari,54,1:28.308,189.767
11,10,Paul di Resta,Force India Mercedes,44,1:28.313,189.756
6,11,Felipe Massa,Ferrari,47,1:28.448,189.467
16,12,Daniel Ricciardo,STR Ferrari,44,1:28.587,189.169
15,13,Sergio Perez,Sauber Ferrari,20,1:28.605,189.131
3,14,Jenson Button,McLaren Mercedes,41,1:28.624,189.090
20,15,Heikki Kovalainen,Caterham Renault,50,1:28.715,188.897
21,16,Vitaly Petrov,Caterham Renault,48,1:28.773,188.773
12,17,Nico Hulkenberg,Force India Mercedes,48,1:28.912,188.478
4,18,Lewis Hamilton,McLaren Mercedes,50,1:28.918,188.465
24,19,Timo Glock,Marussia Cosworth,49,1:29.599,187.033
22,20,Pedro de la Rosa,HRT Cosworth,54,1:30.722,184.718
7,21,Michael Schumacher,Mercedes,4,1:31.089,183.973
25,22,Charles Pic,Marussia Cosworth,29,1:31.136,183.879
19,23,Bruno Senna,Williams Renault,10,1:31.822,182.505
23,24,Narain Karthikeyan,HRT Cosworth,15,1:32.903,180.381
