,Position,Driver,Car,Time
16,1,Jack Brabham,Brabham Climax,1:28.100
18,2,Denny Hulme,Brabham Climax,1:28.700
6,3,Jim Clark,Lotus Climax,1:28.700
10,4,Dan Gurney,Eagle Climax,1:28.800
4,5,Mike  Parkes ,Ferrari,1:29.000
26,6,Jochen Rindt,Cooper Maserati,1:29.200
12,7,Graham Hill,BRM,1:29.700
14,8,Jackie Stewart,BRM,1:29.800
2,9,Lorenzo Bandini,Ferrari,1:30.000
24,10,John Surtees,Cooper Maserati,1:30.600
28,11,Jo Siffert,Cooper Maserati,1:31.100
32,12,Mike Spence,Lotus BRM,1:31.400
30,13,Jo Bonnier,Brabham Climax,1:31.700
34,14,Bob Anderson,Brabham Climax,1:32.000
8,15,Peter  Arundell ,Lotus Climax,1:32.000
36,16,Guy  Ligier ,Cooper Maserati,1:35.000
38,17,John  Taylor ,Brabham BRM,1:35.700
