,Position,Driver,Car,Lap,Time
6,1,Nelson Piquet,Williams Honda,42,1:33.861
18,2,Eddie  Cheever,Arrows Megatron,48,1:33.978
5,3,Nigel Mansell,Williams Honda,49,1:34.602
2,4,Stefan Johansson,McLaren TAG,43,1:35.299
12,5,Ayrton Senna,Lotus Honda,48,1:35.312
20,6,Thierry Boutsen,Benetton Ford,50,1:35.737
28,7,Gerhard Berger,Ferrari,54,1:35.769
27,8,Michele Alboreto,Ferrari,37,1:35.773
1,9,Alain Prost,McLaren TAG,45,1:35.811
19,10,Teo Fabi,Benetton Ford,5,1:36.511
17,11,Derek Warwick,Arrows Megatron,18,1:36.553
7,12,Riccardo Patrese,Brabham BMW,44,1:36.846
8,13,Andrea de Cesaris,Brabham BMW,19,1:38.194
11,14,Satoru Nakajima,Lotus Honda,40,1:38.482
24,15,Alessandro Nannini,Minardi Motori Moderni,16,1:39.108
10,16,Christian Danner,Zakspeed,38,1:40.112
9,17,Martin Brundle,Zakspeed,4,1:40.683
23,18,Adrian Campos,Minardi Motori Moderni,2,1:40.714
3,19,Jonathan  Palmer,Tyrrell Ford,26,1:41.495
4,20,Philippe Streiff,Tyrrell Ford,23,1:43.049
14,21,Pascal Fabre,AGS Ford,27,1:43.129
21,22,Alex Caffi,Osella Alfa Romeo,3,1:44.130
