,Position,Driver,Car,Time
27,1,Ayrton Senna,McLaren Honda,1:15.671
28,2,Gerhard Berger,McLaren Honda,1:16.244
2,3,Nigel Mansell,Ferrari,1:16.352
1,4,Alain Prost,Ferrari,1:16.365
4,5,Jean Alesi,Tyrrell Ford,1:16.837
6,6,Riccardo Patrese,Williams Renault,1:17.156
20,7,Nelson Piquet,Benetton Ford,1:17.173
19,8,Roberto Moreno,Benetton Ford,1:17.437
5,9,Thierry Boutsen,Williams Renault,1:17.596
23,10,Pierluigi Martini,Minardi Ford,1:17.827
11,11,Derek Warwick,Lotus Lamborghini,1:18.351
25,12,Nicola Larini,Ligier Ford,1:18.730
3,13,Satoru Nakajima,Tyrrell Ford,1:18.738
16,14,Ivan Capelli,Leyton House Judd,1:18.843
22,15,Andrea de Cesaris,Dallara Ford,1:18.858
15,16,Mauricio Gugelmin,Leyton House Judd,1:18.860
8,17,Stefano Modena,Brabham Judd,1:18.886
12,18,Johnny Herbert,Lotus Lamborghini,1:19.091
26,19,Philippe Alliot,Ligier Ford,1:19.202
24,20,Gianni Morbidelli,Minardi Ford,1:19.347
21,21,Emanuele Pirro,Dallara Ford,1:19.476
14,22,Olivier Grouillard,Osella Ford,1:19.722
29,23,Eric Bernard,Lola Lamborghini,1:19.858
30,24,Aguri Suzuki,Lola Lamborghini,1:19.970
7,25,David Brabham,Brabham Judd,1:20.218
17,26,Gabriele Tarquini,AGS Ford,1:20.296
