,Position,Driver,Car,Time
1,1,Michael Schumacher,Benetton Renault,1:21.452
27,2,Jean Alesi,Ferrari,1:22.052
28,3,Gerhard Berger,Ferrari,1:22.071
6,4,David Coulthard,Williams Renault,1:22.332
5,5,Damon Hill,Williams Renault,1:22.349
15,6,Eddie Irvine,Jordan Peugeot,1:23.352
2,7,Johnny Herbert,Benetton Renault,1:23.536
14,8,Rubens Barrichello,Jordan Peugeot,1:23.705
8,9,Mika Hakkinen,McLaren Mercedes,1:23.833
7,10,Nigel Mansell,McLaren Mercedes,1:23.927
25,11,Martin Brundle,Ligier Mugen Honda,1:24.727
30,12,Heinz-Harald Frentzen,Sauber Ford,1:24.802
4,13,Mika Salo,Tyrrell Yamaha,1:24.971
9,14,Gianni Morbidelli,Footwork Hart,1:25.053
26,15,Olivier Panis,Ligier Mugen Honda,1:25.204
12,16,Jos Verstappen,Simtek Ford,1:25.827
3,17,Ukyo Katayama,Tyrrell Yamaha,1:25.946
10,18,Taki Inoue,Footwork Hart,1:26.059
23,19,Pierluigi Martini,Minardi Ford,1:26.619
29,20,Karl Wendlinger,Sauber Ford,1:27.007
24,21,Luca Badoer,Minardi Ford,1:27.345
11,22,Domenico Schiattarella,Simtek Ford,1:27.575
17,23,Andrea Montermini,Pacific Ilmor,1:28.094
16,24,Bertrand Gachot,Pacific Ilmor,1:28.598
22,25,Roberto Moreno,Forti Ford,1:28.963
21,26,Pedro Diniz,Forti Ford,1:29.540
