,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:26.800,1:25.626,1:24.922,14
3,2,Jenson Button,McLaren Mercedes,1:26.832,1:25.663,1:25.074,15
10,3,Romain Grosjean,Lotus Renault,1:26.498,1:25.845,1:25.302,21
7,4,Michael Schumacher,Mercedes,1:26.586,1:25.571,1:25.336,18
2,5,Mark Webber,Red Bull Racing Renault,1:27.117,1:26.297,1:25.651,17
1,6,Sebastian Vettel,Red Bull Racing Renault,1:26.773,1:25.982,1:25.668,18
8,7,Nico Rosberg,Mercedes,1:26.763,1:25.469,1:25.686,16
18,8,Pastor Maldonado,Williams Renault,1:26.803,1:26.206,1:25.908,20
12,9,Nico Hulkenberg,Force India Mercedes,1:27.464,1:26.314,1:26.451,18
16,10,Daniel Ricciardo,STR Ferrari,1:27.024,1:26.319,DNS,16
17,11,Jean-Eric Vergne,STR Ferrari,1:26.493,1:26.429,,12
5,12,Fernando Alonso,Ferrari,1:26.688,1:26.494,,12
14,13,Kamui Kobayashi,Sauber Ferrari,1:26.182,1:26.590,,12
19,14,Bruno Senna,Williams Renault,1:27.004,1:26.663,,16
11,15,Paul di Resta,Force India Mercedes,1:27.469,1:27.086,,16
6,16,Felipe Massa,Ferrari,1:27.633,1:27.497,,16
15,17,Sergio Perez,Sauber Ferrari,1:26.596,DNF,,11
9,18,Kimi Räikkönen,Lotus Renault,1:27.758,,,9
20,19,Heikki Kovalainen,Caterham Renault,1:28.679,,,7
21,20,Vitaly Petrov,Caterham Renault,1:29.018,,,8
24,21,Timo Glock,Marussia Cosworth,1:30.923,,,10
25,22,Charles Pic,Marussia Cosworth,1:31.670,,,9
22,NC,Pedro de la Rosa,HRT Cosworth,1:33.495,,,6
23,NC,Narain Karthikeyan,HRT Cosworth,1:33.643,,,6
