,Position,Driver,Car,Time / Gap,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:25.681,18
10,2,Romain Grosjean,Lotus Renault,+0.077s,21
2,3,Mark Webber,Red Bull Racing Renault,+0.219s,20
3,4,Jenson Button,McLaren Mercedes,+0.225s,17
8,5,Nico Rosberg,Mercedes,+0.248s,23
7,6,Michael Schumacher,Mercedes,+0.397s,14
1,7,Sebastian Vettel,Red Bull Racing Renault,+0.530s,12
18,8,Pastor Maldonado,Williams Renault,+0.789s,17
15,9,Sergio Perez,Sauber Ferrari,+0.951s,20
16,10,Daniel Ricciardo,STR Ferrari,+1.042s,17
17,11,Jean-Eric Vergne,STR Ferrari,+1.052s,15
9,12,Kimi Räikkönen,Lotus Renault,+1.056s,19
14,13,Kamui Kobayashi,Sauber Ferrari,+1.074s,21
12,14,Nico Hulkenberg,Force India Mercedes,+1.348s,23
19,15,Bruno Senna,Williams Renault,+1.438s,20
5,16,Fernando Alonso,Ferrari,+1.642s,19
11,17,Paul di Resta,Force India Mercedes,+1.747s,22
6,18,Felipe Massa,Ferrari,+2.342s,19
20,19,Heikki Kovalainen,Caterham Renault,+2.660s,19
21,20,Vitaly Petrov,Caterham Renault,+3.021s,11
24,21,Timo Glock,Marussia Cosworth,+5.047s,13
25,22,Charles Pic,Marussia Cosworth,+5.544s,14
22,23,Pedro de la Rosa,HRT Cosworth,+7.433s,12
23,24,Narain Karthikeyan,HRT Cosworth,+7.580s,13
