,Position,Driver,Car,Laps,Time,Points
3,1,Jenson Button,McLaren Mercedes,58,1:34:09.565,25
1,2,Sebastian Vettel,Red Bull Racing Renault,58,+2.139s,18
4,3,Lewis Hamilton,McLaren Mercedes,58,+4.075s,15
2,4,Mark Webber,Red Bull Racing Renault,58,+4.547s,12
5,5,Fernando Alonso,Ferrari,58,+21.565s,10
14,6,Kamui Kobayashi,Sauber Ferrari,58,+36.766s,8
9,7,Kimi Räikkönen,Lotus Renault,58,+38.014s,6
15,8,Sergio Perez,Sauber Ferrari,58,+39.458s,4
16,9,Daniel Ricciardo,STR Ferrari,58,+39.556s,2
11,10,Paul di Resta,Force India Mercedes,58,+39.737s,1
17,11,Jean-Eric Vergne,STR Ferrari,58,+39.848s,0
8,12,Nico Rosberg,Mercedes,58,+57.642s,0
18,13,Pastor Maldonado,Williams Renault,57,DNF,0
24,14,Timo Glock,Marussia Cosworth,57,+1 lap,0
25,15,Charles Pic,Marussia Cosworth,53,DNF,0
19,16,Bruno Senna,Williams Renault,52,DNF,0
6,NC,Felipe Massa,Ferrari,46,DNF,0
20,NC,Heikki Kovalainen,Caterham Renault,38,DNF,0
21,NC,Vitaly Petrov,Caterham Renault,34,DNF,0
7,NC,Michael Schumacher,Mercedes,10,DNF,0
10,NC,Romain Grosjean,Lotus Renault,1,DNF,0
12,NC,Nico Hulkenberg,Force India Mercedes,0,DNF,0
