,Position,Driver,Car,Time
4,1,Lewis Hamilton,McLaren Mercedes,1:24.922
3,2,Jenson Button,McLaren Mercedes,1:25.074
10,3,Romain Grosjean,Lotus Renault,1:25.302
7,4,Michael Schumacher,Mercedes,1:25.336
2,5,Mark Webber,Red Bull Racing Renault,1:25.651
1,6,Sebastian Vettel,Red Bull Racing Renault,1:25.668
8,7,Nico Rosberg,Mercedes,1:25.686
18,8,Pastor Maldonado,Williams Renault,1:25.908
12,9,Nico Hulkenberg,Force India Mercedes,1:26.451
16,10,Daniel Ricciardo,STR Ferrari,
17,11,Jean-Eric Vergne,STR Ferrari,1:26.429
5,12,Fernando Alonso,Ferrari,1:26.494
14,13,Kamui Kobayashi,Sauber Ferrari,1:26.590
19,14,Bruno Senna,Williams Renault,1:26.663
11,15,Paul di Resta,Force India Mercedes,1:27.086
6,16,Felipe Massa,Ferrari,1:27.497
9,17,Kimi Räikkönen,Lotus Renault,1:27.758
20,18,Heikki Kovalainen,Caterham Renault,1:28.679
21,19,Vitaly Petrov,Caterham Renault,1:29.018
24,20,Timo Glock,Marussia Cosworth,1:30.923
25,21,Charles Pic,Marussia Cosworth,1:31.670
15,22,Sergio Perez,Sauber Ferrari,
