,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:27:17.062,25
77,2,Valtteri Bottas,Mercedes,53,+12.919s,18
33,3,Max Verstappen,Red Bull Racing TAG Heuer,53,+14.295s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,+19.495s,12
7,5,Kimi Räikkönen,Ferrari,53,+50.998s,10
5,6,Sebastian Vettel,Ferrari,53,+69.873s,8
11,7,Sergio Perez,Force India Mercedes,53,+79.379s,6
8,8,Romain Grosjean,Haas Ferrari,53,+87.198s,4
31,9,Esteban Ocon,Force India Mercedes,53,+88.055s,2
55,10,Carlos Sainz,Renault,52,+1 lap,1
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,52,+1 lap,0
9,12,Marcus Ericsson,Sauber Ferrari,52,+1 lap,0
28,13,Brendon Hartley,Scuderia Toro Rosso Honda,52,+1 lap,0
14,14,Fernando Alonso,McLaren Renault,52,+1 lap,0
2,15,Stoffel Vandoorne,McLaren Renault,52,+1 lap,0
35,16,Sergey Sirotkin,Williams Mercedes,52,+1 lap,0
18,17,Lance Stroll,Williams Mercedes,52,+1 lap,0
16,NC,Charles Leclerc,Sauber Ferrari,38,DNF,0
27,NC,Nico Hulkenberg,Renault,37,DNF,0
20,NC,Kevin Magnussen,Haas Ferrari,8,DNF,0
