,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:28.702,1:28.017,1:27.760,11
77,2,Valtteri Bottas,Mercedes,1:29.297,1:27.987,1:28.059,12
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:29.480,1:28.849,1:29.057,10
7,4,Kimi Räikkönen,Ferrari,1:29.631,1:28.595,1:29.521,13
8,5,Romain Grosjean,Haas Ferrari,1:29.724,1:29.678,1:29.761,17
28,6,Brendon Hartley,Scuderia Toro Rosso Honda,1:30.248,1:29.848,1:30.023,15
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,1:30.137,1:29.810,1:30.093,15
31,8,Esteban Ocon,Force India Mercedes,1:29.899,1:29.538,1:30.126,13
5,9,Sebastian Vettel,Ferrari,1:29.049,1:28.279,1:32.192,13
11,10,Sergio Perez,Force India Mercedes,1:30.247,1:29.567,1:37.229,16
16,11,Charles Leclerc,Sauber Ferrari,1:29.706,1:29.864,,12
20,12,Kevin Magnussen,Haas Ferrari,1:30.219,1:30.226,,13
55,13,Carlos Sainz,Renault,1:30.236,1:30.490,,12
18,14,Lance Stroll,Williams Mercedes,1:30.317,1:30.714,,10
3,15,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:29.806,DNS,,4
27,16,Nico Hulkenberg,Renault,1:30.361,,,7
35,17,Sergey Sirotkin,Williams Mercedes,1:30.372,,,8
14,18,Fernando Alonso,McLaren Renault,1:30.573,,,6
2,19,Stoffel Vandoorne,McLaren Renault,1:31.041,,,10
9,20,Marcus Ericsson,Sauber Ferrari,1:31.213,,,4
