,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:27.760
77,2,Valtteri Bottas,Mercedes,1:28.059
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:29.057
7,4,Kimi Räikkönen,Ferrari,1:29.521
8,5,Romain Grosjean,Haas Ferrari,1:29.761
28,6,Brendon Hartley,Scuderia Toro Rosso Honda,1:30.023
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,1:30.093
5,8,Sebastian Vettel,Ferrari,1:32.192
11,9,Sergio Perez,Force India Mercedes,1:37.229
16,10,Charles Leclerc,Sauber Ferrari,1:29.864
31,11,Esteban Ocon,Force India Mercedes,1:30.126
20,12,Kevin Magnussen,Haas Ferrari,1:30.226
55,13,Carlos Sainz,Renault,1:30.490
18,14,Lance Stroll,Williams Mercedes,1:30.714
3,15,Daniel Ricciardo,Red Bull Racing TAG Heuer,
27,16,Nico Hulkenberg,Renault,1:30.361
35,17,Sergey Sirotkin,Williams Mercedes,1:30.372
14,18,Fernando Alonso,McLaren Renault,1:30.573
2,19,Stoffel Vandoorne,McLaren Renault,1:31.041
9,20,Marcus Ericsson,Sauber Ferrari,1:31.213
