,Position,Driver,Car,Lap,Time,Avg Speed
2,1,David Coulthard,McLaren Mercedes,43,1:45.270,233.331
18,2,Olivier Panis,Prost Peugeot,20,1:46.823,229.939
1,3,Mika Hakkinen,McLaren Mercedes,6,1:47.433,228.633
8,4,Heinz-Harald Frentzen,Jordan Mugen Honda,17,1:47.619,228.238
4,5,Eddie Irvine,Ferrari,17,1:47.687,228.094
9,6,Giancarlo Fisichella,Benetton Playlife,5,1:47.785,227.886
16,7,Rubens Barrichello,Stewart Ford,5,1:47.788,227.880
3,8,Mika Salo,Ferrari,4,1:47.945,227.549
6,9,Ralf Schumacher,Williams Supertec,29,1:48.083,227.258
11,10,Jean Alesi,Sauber Petronas,4,1:48.334,226.732
17,11,Johnny Herbert,Stewart Ford,29,1:48.408,226.577
10,12,Alexander Wurz,Benetton Playlife,44,1:48.455,226.479
7,13,Damon Hill,Jordan Mugen Honda,9,1:48.925,225.501
23,14,Ricardo Zonta,BAR Supertec,14,1:49.179,224.977
19,15,Jarno Trulli,Prost Peugeot,6,1:49.285,224.759
5,16,Alessandro Zanardi,Williams Supertec,5,1:49.835,223.633
21,17,Marc Gene,Minardi Ford,28,1:49.894,223.513
20,18,Luca Badoer,Minardi Ford,28,1:49.942,223.415
15,19,Toranosuke Takagi,Arrows,6,1:50.286,222.719
14,20,Pedro de la Rosa,Arrows,14,1:50.534,222.219
