,Position,Driver,Car,Time
24,1,Jim Clark,Lotus Climax,1:35.900
8,2,John Surtees,Ferrari,1:36.100
32,3,Jackie Stewart,BRM,1:36.600
30,4,Graham Hill,BRM,1:37.100
4,5,Lorenzo Bandini,Ferrari,1:37.200
22,6,Ronnie Bucknum,Honda,1:37.300
18,7,Jochen Rindt,Cooper Climax,1:37.700
26,8,Mike Spence,Lotus Climax,1:37.800
12,9,Dan Gurney,Brabham Climax,1:38.100
44,10,Jo Siffert,Brabham Climax,1:38.200
16,11,Bruce McLaren,Cooper Climax,1:38.200
14,12,Denny Hulme,Brabham Climax,1:38.300
40,13,Richard Attwood,Lotus BRM,1:38.800
42,14,Jo Bonnier,Brabham Climax,1:38.900
6,15,Nino Vaccarella,Ferrari,1:38.900
46,16,Frank Gardner,Brabham Ford,1:38.900
20,17,Richie Ginther,Honda,1:39.600
38,18,Innes Ireland,Lotus BRM,1:39.800
10,19,Giancarlo Baghetti,Brabham Climax,1:40.900
28,20,Giacomo Russo,Lotus Climax,1:41.700
50,21,Roberto Bussinello,BRM,1:41.700
52,22,Giorgio Bassi,BRM,1:45.400
48,23,Masten Gregory,BRM,1:45.600
