,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:36.566,15
44,2,Lewis Hamilton,Mercedes,+0.074s,18
77,3,Valtteri Bottas,Mercedes,+0.089s,17
23,4,Alexander Albon,Red Bull Racing Honda,+0.361s,18
5,5,Sebastian Vettel,Ferrari,+0.409s,15
16,6,Charles Leclerc,Ferrari,+0.444s,16
11,7,Sergio Perez,Racing Point BWT Mercedes,+0.950s,16
3,8,Daniel Ricciardo,Renault,+1.049s,14
55,9,Carlos Sainz,McLaren Renault,+1.125s,22
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,+1.170s,17
8,11,Romain Grosjean,Haas Ferrari,+1.202s,12
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.397s,18
4,13,Lando Norris,McLaren Renault,+1.534s,18
20,14,Kevin Magnussen,Haas Ferrari,+1.632s,12
18,15,Lance Stroll,Racing Point BWT Mercedes,+1.896s,16
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.948s,21
27,17,Nico Hulkenberg,Renault,+2.014s,14
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.216s,18
63,19,George Russell,Williams Mercedes,+2.640s,16
88,20,Robert Kubica,Williams Mercedes,+3.293s,17
