,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:34.779
33,2,Max Verstappen,Red Bull Racing Honda,1:35.139
16,3,Charles Leclerc,Ferrari,1:35.219
5,4,Sebastian Vettel,Ferrari,1:35.339
23,5,Alexander Albon,Red Bull Racing Honda,1:35.682
4,6,Lando Norris,McLaren Renault,1:36.436
3,7,Daniel Ricciardo,Renault,1:36.456
55,8,Carlos Sainz,McLaren Renault,1:36.459
27,9,Nico Hulkenberg,Renault,1:36.710
11,10,Sergio Perez,Racing Point BWT Mercedes,1:37.055
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,1:37.089
18,12,Lance Stroll,Racing Point BWT Mercedes,1:37.103
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,1:37.141
20,14,Kevin Magnussen,Haas Ferrari,1:37.254
8,15,Romain Grosjean,Haas Ferrari,1:38.051
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:38.114
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:38.383
63,18,George Russell,Williams Mercedes,1:38.717
88,19,Robert Kubica,Williams Mercedes,1:39.236
77,20,Valtteri Bottas,Mercedes,1:34.973
